レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード
202608080101051102,エルムＳG3,15:25,３歳以上,ダ,1700,2,2,, レヴォントゥレット,牡,5,北村友一, 57 ,18,103.19,4,52.9,5, 0.55,13.2,,,,,21.7,Ｇ３,11,13,N01
202608080101051103,エルムＳG3,15:25,３歳以上,ダ,1700,3,3,(外),$ルクソールカフェ,牡,4,岩田望来, 58 ,12,103.10,3,59.0,4, 0.46, 7.1,,,,,5.0,Ｇ３,11,13,N01
202608080101051104,エルムＳG3,15:25,３歳以上,ダ,1700,4,4,, ナチュラルライズ,牡,4,横山武史, 59 ,11,103.65,7,47.4,8, 1.01,18.7,,,,,9.4,Ｇ３,11,13,N01
202608080101051105,エルムＳG3,15:25,３歳以上,ダ,1700,5,5,, テーオーパスワード,牡,5,松山弘平, 57 ,11,102.64,1,66.1,1,-0.43,-2.2,,,,,4.3,Ｇ３,11,13,N01
202608080101051106,エルムＳG3,15:25,３歳以上,ダ,1700,6,6,, ヴァルツァーシャル,牡,7,斎藤新, 57 ,26,103.20,5,61.6,3, 0.56, 4.5,,,,,19.5,Ｇ３,11,13,N01
202608080101051107,エルムＳG3,15:25,３歳以上,ダ,1700,6,7,, テーオードレフォン,牡,7,古川吉洋, 57 ,31,104.59,10,33.9,10, 1.95,32.2,,,,,249.2,Ｇ３,11,13,N01
202608080101051108,エルムＳG3,15:25,３歳以上,ダ,1700,7,8,(外),$ウェイワードアクト,牡,6,舟山瑠泉, 57 ,15,103.30,6,63.9,2, 0.66, 2.2,,,,,3.0,Ｇ３,11,13,N01
202608080101051109,エルムＳG3,15:25,３歳以上,ダ,1700,7,9,, ヒルノハンブルク,牡,4,池添謙一, 57 ,13,104.00,8,51.1,6, 1.36,15.0,,,,,55.0,Ｇ３,11,13,N01
202608080101051110,エルムＳG3,15:25,３歳以上,ダ,1700,8,10,, オメガギネス,牡,6,岩田康誠, 57 ,18,104.05,9,41.4,9, 1.41,24.7,,,,,10.5,Ｇ３,11,13,N01
202608080101051111,エルムＳG3,15:25,３歳以上,ダ,1700,8,11,, ペリエール,牡,6,佐々木大, 58 ,20,103.07,2,50.0,7, 0.43,16.1,,,,,6.5,Ｇ３,11,13,N01
202608080101051201,摩周湖特･2勝,16:01,３歳以上,芝,1500,1,1,, アスミル,牡,3,古川吉洋, 55 ,11,88.20,9,45.1,9, 1.43,31.6,,,,,18.7,2勝,12,13,A04
202608080101051202,摩周湖特･2勝,16:01,３歳以上,芝,1500,2,2,(外),$ホウキボシ,セ,6,岩田望来, 58 ,11,87.26,6,43.2,10, 0.49,33.5,,,,,8.2,2勝,12,13,A04
202608080101051203,摩周湖特･2勝,16:01,３歳以上,芝,1500,3,3,, ルクスジニア,牝,4,池添謙一, 56 ,14,86.93,3,46.4,8, 0.16,30.3,,,,,8.0,2勝,12,13,A04
202608080101051204,摩周湖特･2勝,16:01,３歳以上,芝,1500,4,4,,*マーゴットブロー,牡,3,斎藤新, 55 ,9,86.77,1,66.8,3,-0.13, 9.9,,,,,13.2,2勝,12,13,A04
202608080101051205,摩周湖特･2勝,16:01,３歳以上,芝,1500,4,5,, ウインイザナミ,牝,4,岩田康誠, 56 ,15,88.24,11,48.5,7, 1.47,28.2,,,,,26.8,2勝,12,13,A04
202608080101051206,摩周湖特･2勝,16:01,３歳以上,芝,1500,5,6,, スミレファースト,牝,5,横山琉人, 56 ,20,88.87,12,22.9,13, 2.10,53.8,,,,,284.5,2勝,12,13,A04
202608080101051207,摩周湖特･2勝,16:01,３歳以上,芝,1500,5,7,, レイユール,牝,4,長浜鴻緒, 56 ,15,88.03,8,51.3,6, 1.26,25.4,,,,,36.0,2勝,12,13,A04
202608080101051208,摩周湖特･2勝,16:01,３歳以上,芝,1500,6,8,, ヒズマスターピース,牝,3,浜中俊, 53 ,7,87.71,7,51.6,5, 0.94,25.1,,,,,9.5,2勝,12,13,A04
202608080101051209,摩周湖特･2勝,16:01,３歳以上,芝,1500,6,9,, レッドスティンガー,牡,3,横山和生, 55 ,8,88.21,10,64.1,4, 1.44,12.6,,,,,4.6,2勝,12,13,A04
202608080101051210,摩周湖特･2勝,16:01,３歳以上,芝,1500,7,10,, ブラックジェダイト,牡,4,佐々木大, 58 ,8,86.90,2,68.1,2, 0.13, 8.6,,,,,6.2,2勝,12,13,A04
202608080101051211,摩周湖特･2勝,16:01,３歳以上,芝,1500,7,11,, ジーネキング,牡,3,横山武史, 55 ,11,87.11,4,76.7,1, 0.34,-8.6,,,,,3.3,2勝,12,13,A04
202608080101051212,摩周湖特･2勝,16:01,３歳以上,芝,1500,8,12,, ヴィンブルレー,牝,4,松山弘平, 56 ,7,87.21,5,29.0,12, 0.44,47.7,,,,,56.2,2勝,12,13,A04
202608080101051213,摩周湖特･2勝,16:01,３歳以上,芝,1500,8,13,, オーシャントライブ,セ,6,北村友一, 58 ,21,88.88,13,35.7,11, 2.11,41.0,,,,,139.1,2勝,12,13,A04
202608080402050101,未勝利*,09:40,２歳,芝,1400,1,1,, マイネルヴェスペル,牡,2,津村明秀, 55 ,1,81.69,1,49.9,8,-0.01,24.6,,,,,32.5,未勝利,1,11,A03
202608080402050102,未勝利*,09:40,２歳,芝,1400,2,2,, トランサルピナ,牡,2,荻野極, 55 ,1,81.84,5,50.6,7, 0.15,23.9,,,,,14.8,未勝利,1,11,A03
202608080402050103,未勝利*,09:40,２歳,芝,1400,3,3,, リーディンアクター,牡,2,西村太一, 55 ,1,81.92,8,57.3,5, 0.23,17.2,,,,,9.7,未勝利,1,11,A03
202608080402050104,未勝利*,09:40,２歳,芝,1400,4,4,, シュアシング,牝,2,佐藤翔馬,52▲,1,82.11,10,41.0,9, 0.42,33.5,,,,,63.8,未勝利,1,11,A03
202608080402050105,未勝利*,09:40,２歳,芝,1400,4,5,, コスモルミナ,牡,2,坂井瑠星, 55 ,1,81.70,2,74.5,1, 0.01,-1.2,,,,,6.3,未勝利,1,11,A03
202608080402050106,未勝利*,09:40,２歳,芝,1400,5,6,, アミノショコラ,牡,2,木幡巧也, 55 ,2,84.07,13,19.2,13, 2.38,55.3,,,,,316.0,未勝利,1,11,A03
202608080402050107,未勝利*,09:40,２歳,芝,1400,5,7,, エルシオン,牝,2,上里直汰,52▲,1,82.46,12,33.6,12, 0.77,40.9,,,,,45.4,未勝利,1,11,A03
202608080402050108,未勝利*,09:40,２歳,芝,1400,6,8,, セイウンイーリス,牝,2,野中悠太, 55 ,1,81.81,4,58.0,4, 0.12,16.5,,,,,13.0,未勝利,1,11,A03
202608080402050109,未勝利*,09:40,２歳,芝,1400,6,9,, コウソクレムリア,牝,2,武藤雅, 55 ,1,81.90,7,37.5,11, 0.21,37.0,,,,,18.5,未勝利,1,11,A03
202608080402050110,未勝利*,09:40,２歳,芝,1400,7,10,, ウインリスノアール,牝,2,石神深道,53△,2,81.98,9,58.3,3, 0.29,16.2,,,,,6.0,未勝利,1,11,A03
202608080402050111,未勝利*,09:40,２歳,芝,1400,7,11,, クールボビー,牡,2,石田拓郎,52▲,1,82.35,11,40.6,10, 0.66,33.9,,,,,40.6,未勝利,1,11,A03
202608080402050112,未勝利*,09:40,２歳,芝,1400,8,12,, ヴィンチェローズ,牡,2,原優介, 55 ,1,81.87,6,55.4,6, 0.18,19.1,,,,,75.4,未勝利,1,11,A03
202608080402050113,未勝利*,09:40,２歳,芝,1400,8,13,, グルーヴェンス,牡,2,三浦皇成, 55 ,1,81.75,3,73.3,2, 0.06, 1.2,,,,,1.9,未勝利,1,11,A03
202608080402050201,新馬,10:10,２歳,ダ,1200,1,1,, リングスター,牝,2,今村聖奈,53◇,0,73.24,7,44.4,6, 0.23,31.8,,,,,60.9,新馬,2,11,A03
202608080402050202,新馬,10:10,２歳,ダ,1200,2,2,(外),$アイビーカイロス,牝,2,木幡巧也, 55 ,0,73.19,5,59.1,3, 0.18,17.1,,,,,5.5,新馬,2,11,A03
202608080402050203,新馬,10:10,２歳,ダ,1200,3,3,(外),$ジャスパートレノ,牡,2,荻野極, 55 ,0,73.01,1,76.2,1,-0.08,-8.8,,,,,2.0,新馬,2,11,A03
202608080402050204,新馬,10:10,２歳,ダ,1200,4,4,, ベアベルヴォワ,牝,2,石神深道,53△,0,74.51,10,24.5,10, 1.50,51.7,,,,,173.6,新馬,2,11,A03
202608080402050205,新馬,10:10,２歳,ダ,1200,5,5,, サザンヴィターレ,牝,2,野中悠太, 55 ,0,73.31,8,40.8,8, 0.30,35.4,,,,,37.1,新馬,2,11,A03
202608080402050206,新馬,10:10,２歳,ダ,1200,6,6,, ビーテリオス,牝,2,石川裕紀, 55 ,0,73.14,4,39.5,9, 0.13,36.7,,,,,52.1,新馬,2,11,A03
202608080402050207,新馬,10:10,２歳,ダ,1200,7,7,, スマートブライド,牝,2,菱田裕二, 55 ,0,73.13,3,67.4,2, 0.12, 8.8,,,,,3.4,新馬,2,11,A03
202608080402050208,新馬,10:10,２歳,ダ,1200,7,8,, ナムラアラバイ,牡,2,菊沢一樹, 55 ,0,73.09,2,52.7,4, 0.08,23.5,,,,,20.1,新馬,2,11,A03
202608080402050209,新馬,10:10,２歳,ダ,1200,8,9,, ホシノサミダレ,牡,2,小崎綾也, 55 ,0,73.23,6,51.0,5, 0.22,25.2,,,,,9.9,新馬,2,11,A03
202608080402050210,新馬,10:10,２歳,ダ,1200,8,10,, ブルドッグドン,牡,2,武藤雅, 55 ,0,73.34,9,43.9,7, 0.33,32.3,,,,,13.7,新馬,2,11,A03
202608080402050301,新馬,10:40,２歳,芝,1800,1,1,, ソヴリンゲート,牡,2,吉田豊, 55 ,0,109.61,9,45.8,7, 1.14,19.9,,,,,120.8,新馬,3,11,003
202608080402050302,新馬,10:40,２歳,芝,1800,2,2,, オペレッタテソーロ,牝,2,木幡巧也, 55 ,0,109.64,10,39.0,10, 1.17,26.7,,,,,87.3,新馬,3,11,003
202608080402050303,新馬,10:40,２歳,芝,1800,3,3,, スヴェンガーリ,牡,2,三浦皇成, 55 ,0,109.27,4,47.7,6, 0.80,18.0,,,,,39.6,新馬,3,11,003
202608080402050304,新馬,10:40,２歳,芝,1800,4,4,, エートレイン,牡,2,荻野極, 55 ,0,109.65,11,57.1,4, 1.18, 8.6,,,,,11.8,新馬,3,11,003
202608080402050305,新馬,10:40,２歳,芝,1800,5,5,, ニシノアナベル,牝,2,野中悠太, 55 ,0,110.18,12,36.2,12, 1.71,29.5,,,,,235.6,新馬,3,11,003
202608080402050306,新馬,10:40,２歳,芝,1800,5,6,, コラリオン,牡,2,田辺裕信, 55 ,0,109.33,6,44.2,9, 0.86,21.5,,,,,4.3,新馬,3,11,003
202608080402050307,新馬,10:40,２歳,芝,1800,6,7,, アトミックリーチ,牡,2,戸崎圭太, 55 ,0,108.47,1,65.0,2,-0.37, 0.7,,,,,2.6,新馬,3,11,003
202608080402050308,新馬,10:40,２歳,芝,1800,6,8,, フォンターナドーロ,牝,2,菊沢一樹, 55 ,0,109.31,5,53.9,5, 0.84,11.8,,,,,41.7,新馬,3,11,003
202608080402050309,新馬,10:40,２歳,芝,1800,7,9,, ニシノリリックス,牝,2,石橋脩, 55 ,0,109.56,8,37.0,11, 1.09,28.7,,,,,256.3,新馬,3,11,003
202608080402050310,新馬,10:40,２歳,芝,1800,7,10,, インテルラゴス,牝,2,坂井瑠星, 55 ,0,108.84,2,65.7,1, 0.37,-0.7,,,,,3.0,新馬,3,11,003
202608080402050311,新馬,10:40,２歳,芝,1800,8,11,, コスモプルー,牝,2,津村明秀, 55 ,0,108.91,3,62.6,3, 0.44, 3.1,,,,,51.5,新馬,3,11,003
202608080402050312,新馬,10:40,２歳,芝,1800,8,12,, エピックジャーニー,牡,2,石川裕紀, 55 ,0,109.43,7,45.2,8, 0.96,20.5,,,,,7.4,新馬,3,11,003
202608080402050401,未勝利,11:10,３歳,ダ,1200,1,1,, サリーアン,牡,3,大野拓弥, 57 ,7,72.98,6,63.7,5, 0.45,20.9,,,,,37.4,未勝利,4,12,A03
202608080402050402,未勝利,11:10,３歳,ダ,1200,2,2,, マイチバイ,牝,3,松岡正海, 55 ,6,73.01,9,39.2,9, 0.48,45.4,,,,,378.3,未勝利,4,12,A03
202608080402050403,未勝利,11:10,３歳,ダ,1200,2,3,, スティールヴォーグ,牡,3,三浦皇成, 57 ,7,72.53,1,84.6,1,-0.21,-0.8,,,,,1.8,未勝利,4,12,A03
202608080402050404,未勝利,11:10,３歳,ダ,1200,3,4,, ブルーダイヤシチー,牡,3,佐藤翔馬,54▲,1,73.00,8,21.2,14, 0.47,63.4,,,,,158.5,未勝利,4,12,A03
202608080402050405,未勝利,11:10,３歳,ダ,1200,3,5,, カラクリスピリッツ,牝,3,菱田裕二, 55 ,7,72.99,7,57.1,7, 0.46,27.5,,,,,48.6,未勝利,4,12,A03
202608080402050406,未勝利,11:10,３歳,ダ,1200,4,6,, ブレイブシュガー,牡,3,吉田豊, 57 ,6,72.86,4,62.7,6, 0.33,21.9,,,,,13.7,未勝利,4,12,A03
202608080402050407,未勝利,11:10,３歳,ダ,1200,4,7,, ジャストキュート,牝,3,武藤雅, 55 ,5,72.90,5,46.6,8, 0.37,38.0,,,,,27.9,未勝利,4,12,A03
202608080402050408,未勝利,11:10,３歳,ダ,1200,5,8,, セイウンヤオヨロズ,牡,3,今村聖奈,55◇,11,,,64.9,4,,19.7,,,,,,未勝利,4,12,A03
202608080402050409,未勝利,11:10,３歳,ダ,1200,5,9,, ユイハホンキダゼ,牡,3,木幡初也, 57 ,1,73.06,11,39.1,10, 0.53,45.5,,,,,18.5,未勝利,4,12,A03
202608080402050410,未勝利,11:10,３歳,ダ,1200,6,10,, スノーランス,牝,3,石橋脩, 55 ,13,72.74,2,83.8,2, 0.21, 0.8,,,,,5.9,未勝利,4,12,A03
202608080402050411,未勝利,11:10,３歳,ダ,1200,6,11,, アーリマックス,牝,3,石神深道,53△,3,73.07,12,36.8,11, 0.54,47.8,,,,,31.4,未勝利,4,12,A03
202608080402050412,未勝利,11:10,３歳,ダ,1200,7,12,, ホウオウバトラー,牡,3,石田拓郎,54▲,4,73.05,10,35.4,12, 0.52,49.2,,,,,149.6,未勝利,4,12,A03
202608080402050413,未勝利,11:10,３歳,ダ,1200,7,13,(外),$トラスティア,牝,3,菊沢一樹, 55 ,2,72.80,3,67.2,3, 0.27,17.4,,,,,3.6,未勝利,4,12,A03
202608080402050414,未勝利,11:10,３歳,ダ,1200,8,14,, デルマシラカミ,牝,3,上里直汰,52▲,1,73.93,14,14.2,15, 1.40,70.4,,,,,307.3,未勝利,4,12,A03
202608080402050415,未勝利,11:10,３歳,ダ,1200,8,15,, リオダプラタ,牡,3,江田照男, 57 ,2,73.13,13,32.9,13, 0.60,51.7,,,,,164.5,未勝利,4,12,A03
202608080402050501,未勝利,11:45,３歳,ダ,1800,1,1,, クライングナウ,牡,3,菱田裕二, 57 ,4,116.23,11,56.3,6, 1.30,26.8,,,,,33.6,未勝利,5,12,003
202608080402050502,未勝利,11:45,３歳,ダ,1800,2,2,, キタノドンカルロ,牡,3,今村聖奈,55◇,12,115.34,2,70.6,3, 0.41,12.5,,,,,6.5,未勝利,5,12,003
202608080402050503,未勝利,11:45,３歳,ダ,1800,2,3,, テキサスバローズ,牡,3,石田拓郎,54▲,2,117.30,15,13.4,15, 2.37,69.7,,,,,205.3,未勝利,5,12,003
202608080402050504,未勝利,11:45,３歳,ダ,1800,3,4,, ユイノサダハル,牡,3,江田照男, 57 ,11,115.44,3,73.6,2, 0.51, 9.5,,,,,6.9,未勝利,5,12,003
202608080402050505,未勝利,11:45,３歳,ダ,1800,3,5,, オウケンサクラコ,牝,3,丸田恭介, 55 ,6,117.01,14,29.4,14, 2.08,53.7,,,,,101.9,未勝利,5,12,003
202608080402050506,未勝利,11:45,３歳,ダ,1800,4,6,, キタイノホシ,牡,3,石神深道,55△,7,116.41,12,32.4,12, 1.48,50.7,,,,,22.3,未勝利,5,12,003
202608080402050507,未勝利,11:45,３歳,ダ,1800,4,7,, パワポケウォーズ,牡,3,佐藤翔馬,54▲,12,115.67,7,54.4,8, 0.74,28.7,,,,,111.0,未勝利,5,12,003
202608080402050508,未勝利,11:45,３歳,ダ,1800,5,8,, シンショク,牡,3,武藤雅, 57 ,5,116.18,9,39.9,10, 1.25,43.2,,,,,17.1,未勝利,5,12,003
202608080402050509,未勝利,11:45,３歳,ダ,1800,5,9,, ロイヤルタイム,牡,3,松岡正海, 57 ,13,116.19,10,30.1,13, 1.26,53.0,,,,,278.5,未勝利,5,12,003
202608080402050510,未勝利,11:45,３歳,ダ,1800,6,10,, デルマカイモン,牡,3,上里直汰,54▲,6,116.76,13,33.8,11, 1.83,49.3,,,,,28.5,未勝利,5,12,003
202608080402050511,未勝利,11:45,３歳,ダ,1800,6,11,, アラビアンドリーム,牡,3,坂井瑠星, 57 ,5,114.93,1,83.1,1,-0.41,-9.5,,,,,1.9,未勝利,5,12,003
202608080402050512,未勝利,11:45,３歳,ダ,1800,7,12,, ウォーレーションズ,牡,3,菊沢一樹, 57 ,4,115.63,6,65.7,4, 0.70,17.4,,,,,13.9,未勝利,5,12,003
202608080402050513,未勝利,11:45,３歳,ダ,1800,7,13,, コパノミラノ,牡,3,柴田大知, 57 ,8,115.60,4,62.9,5, 0.67,20.2,,,,,26.7,未勝利,5,12,003
202608080402050514,未勝利,11:45,３歳,ダ,1800,8,14,, オーロラボレアリス,牝,3,津村明秀, 55 ,8,115.62,5,56.0,7, 0.69,27.1,,,,,7.3,未勝利,5,12,003
202608080402050515,未勝利,11:45,３歳,ダ,1800,8,15,, ジーティーホクサイ,セ,3,杉原誠人, 57 ,2,116.10,8,47.7,9, 1.17,35.4,,,,,295.8,未勝利,5,12,003
202608080402050601,三面川特･2勝,15:01,３歳以上,芝,1800,1,1,, ウインベアトリス,牝,4,松岡正海, 56 ,6,107.77,9,44.5,5, 1.23,33.1,,,,,31.2,2勝,6,13,024
202608080402050602,三面川特･2勝,15:01,３歳以上,芝,1800,2,2,, クライスレリアーナ,牝,4,戸崎圭太, 56 ,9,106.54,1,77.6,1,-0.08,-9.0,,,,,2.5,2勝,6,13,024
202608080402050603,三面川特･2勝,15:01,３歳以上,芝,1800,3,3,, カフェアローロ,牝,5,大野拓弥, 56 ,23,107.66,7,35.1,9, 1.12,42.5,,,,,105.5,2勝,6,13,024
202608080402050604,三面川特･2勝,15:01,３歳以上,芝,1800,4,4,(地), ジャンビ,牝,5,菊沢一樹, 56 ,17,107.76,8,39.0,7, 1.22,38.6,,,,,87.8,2勝,6,13,024
202608080402050605,三面川特･2勝,15:01,３歳以上,芝,1800,5,5,, キスアンドクライ,牝,4,坂井瑠星, 56 ,4,107.08,4,67.5,3, 0.54,10.1,,,,,10.3,2勝,6,13,024
202608080402050606,三面川特･2勝,15:01,３歳以上,芝,1800,6,6,, ミラーダカリエンテ,牝,4,石川裕紀, 56 ,14,107.57,5,37.5,8, 1.03,40.1,,,,,68.6,2勝,6,13,024
202608080402050607,三面川特･2勝,15:01,３歳以上,芝,1800,7,7,(地), ビッグデイメイク,牝,4,柴田大知, 56 ,23,107.78,10,39.5,6, 1.24,38.1,,,,,351.3,2勝,6,13,024
202608080402050608,三面川特･2勝,15:01,３歳以上,芝,1800,7,8,, ラベルセーヌ,牝,3,荻野極, 53 ,3,106.62,2,68.6,2, 0.08, 9.0,,,,,1.5,2勝,6,13,024
202608080402050609,三面川特･2勝,15:01,３歳以上,芝,1800,8,9,, ドリームクルーズ,牝,5,吉田豊, 56 ,23,107.65,6,29.8,10, 1.11,47.8,,,,,63.5,2勝,6,13,024
202608080402050610,三面川特･2勝,15:01,３歳以上,芝,1800,8,10,, メランジェ,牝,4,原優介, 56 ,9,106.89,3,60.6,4, 0.35,17.0,,,,,29.4,2勝,6,13,024
202608080402050701,関越ＳＨ,15:35,３歳以上,芝,1800,1,1,, レイニング,牡,4,戸崎圭太, 56 ,8,104.97,1,72.6,1,-0.35,-4.4,,,,,4.0,ｵｰﾌﾟﾝ,7,13,N04
202608080402050702,関越ＳＨ,15:35,３歳以上,芝,1800,1,2,, ヤマニンサンパ,牡,8,亀田温心,56.5,29,105.74,8,52.1,6, 0.77,20.5,,,,,36.5,ｵｰﾌﾟﾝ,7,13,N04
202608080402050703,関越ＳＨ,15:35,３歳以上,芝,1800,2,3,, ヴォンフレ,牝,4,江田照男, 50 ,15,106.11,14,46.0,11, 1.14,26.6,,,,,23.5,ｵｰﾌﾟﾝ,7,13,N04
202608080402050704,関越ＳＨ,15:35,３歳以上,芝,1800,2,4,, エストゥペンダ,牝,4,荻野極, 54 ,13,105.32,2,67.9,3, 0.35, 4.7,,,,,3.1,ｵｰﾌﾟﾝ,7,13,N04
202608080402050705,関越ＳＨ,15:35,３歳以上,芝,1800,3,5,, ラインベック,セ,9,杉原誠人, 56 ,37,105.92,11,57.9,5, 0.95,14.7,,,,,42.3,ｵｰﾌﾟﾝ,7,13,N04
202608080402050706,関越ＳＨ,15:35,３歳以上,芝,1800,3,6,, ミアネーロ,牝,5,大野拓弥, 55 ,13,105.37,5,49.8,8, 0.40,22.8,,,,,10.6,ｵｰﾌﾟﾝ,7,13,N04
202608080402050707,関越ＳＨ,15:35,３歳以上,芝,1800,4,7,, レガーロデルシエロ,牡,5,津村明秀, 56 ,16,105.38,6,68.2,2, 0.41, 4.4,,,,,5.2,ｵｰﾌﾟﾝ,7,13,N04
202608080402050708,関越ＳＨ,15:35,３歳以上,芝,1800,4,8,, ディマイザキッド,牡,5,菊沢一樹, 56 ,17,106.19,15,42.8,12, 1.22,29.8,,,,,13.1,ｵｰﾌﾟﾝ,7,13,N04
202608080402050709,関越ＳＨ,15:35,３歳以上,芝,1800,5,9,, ジュンブロッサム,牡,7,石川裕紀, 58 ,27,105.34,4,58.6,4, 0.37,14.0,,,,,17.4,ｵｰﾌﾟﾝ,7,13,N04
202608080402050710,関越ＳＨ,15:35,３歳以上,芝,1800,5,10,, セントメモリーズ,牝,5,石神深道, 51 ,11,105.75,9,35.2,14, 0.78,37.4,,,,,138.9,ｵｰﾌﾟﾝ,7,13,N04
202608080402050711,関越ＳＨ,15:35,３歳以上,芝,1800,6,11,, ゴンバデカーブース,牡,5,三浦皇成, 55 ,10,105.87,10,41.9,13, 0.90,30.7,,,,,36.6,ｵｰﾌﾟﾝ,7,13,N04
202608080402050712,関越ＳＨ,15:35,３歳以上,芝,1800,6,12,, ドラゴンヘッド,牡,6,丸田恭介, 52 ,34,106.54,16,49.7,9, 1.57,22.9,,,,,53.3,ｵｰﾌﾟﾝ,7,13,N04
202608080402050713,関越ＳＨ,15:35,３歳以上,芝,1800,7,13,, ゴートゥファースト,牡,6,坂井瑠星, 56 ,20,105.98,12,33.5,15, 1.01,39.1,,,,,39.4,ｵｰﾌﾟﾝ,7,13,N04
202608080402050714,関越ＳＨ,15:35,３歳以上,芝,1800,7,14,, アンリーロード,牝,6,武藤雅, 51 ,23,105.33,3,46.8,10, 0.36,25.8,,,,,44.8,ｵｰﾌﾟﾝ,7,13,N04
202608080402050715,関越ＳＨ,15:35,３歳以上,芝,1800,8,15,, シンハナーダ,牡,5,菱田裕二, 56 ,11,105.43,7,51.6,7, 0.46,21.0,,,,,16.2,ｵｰﾌﾟﾝ,7,13,N04
202608080402050716,関越ＳＨ,15:35,３歳以上,芝,1800,8,16,, コスモブッドレア,牡,5,石橋脩, 54 ,17,106.09,13,24.7,16, 1.12,47.9,,,,,144.2,ｵｰﾌﾟﾝ,7,13,N04
202608080402050801,ダリア賞,16:10,２歳,芝,1400,1,1,, ラヴィサンエール,牝,2,松岡正海, 55 ,1,82.91,6,47.0,5, 0.68,22.0,,,,,33.4,ｵｰﾌﾟﾝ,8,11,N04
202608080402050802,ダリア賞,16:10,２歳,芝,1400,2,2,, カレンハウ,牡,2,戸崎圭太, 55 ,2,82.23,1,67.9,3,-0.24, 1.1,,,,,3.4,ｵｰﾌﾟﾝ,8,11,N04
202608080402050803,ダリア賞,16:10,２歳,芝,1400,3,3,, ラピッドテソーロ,牝,2,木幡巧也, 55 ,2,82.66,4,46.3,6, 0.43,22.7,,,,,19.2,ｵｰﾌﾟﾝ,8,11,N04
202608080402050804,ダリア賞,16:10,２歳,芝,1400,4,4,, ニシノイサリビ,牡,2,田辺裕信, 55 ,1,82.68,5,47.2,4, 0.45,21.8,,,,,13.3,ｵｰﾌﾟﾝ,8,11,N04
202608080402050805,ダリア賞,16:10,２歳,芝,1400,5,5,,*ルークウォーム,牝,2,津村明秀, 55 ,1,82.52,3,68.5,2, 0.29, 0.5,,,,,2.4,ｵｰﾌﾟﾝ,8,11,N04
202608080402050806,ダリア賞,16:10,２歳,芝,1400,6,6,(地), ウンスイ,牡,2,石神深道, 55 ,3,83.88,9,32.4,9, 1.65,36.6,,,,,195.7,ｵｰﾌﾟﾝ,8,11,N04
202608080402050807,ダリア賞,16:10,２歳,芝,1400,7,7,, アンムート,牝,2,坂井瑠星, 55 ,1,82.47,2,69.0,1, 0.24,-0.5,,,,,2.8,ｵｰﾌﾟﾝ,8,11,N04
202608080402050808,ダリア賞,16:10,２歳,芝,1400,8,8,, ソニックウェーブ,牡,2,菊沢一樹, 55 ,1,83.63,7,37.5,7, 1.40,31.5,,,,,34.5,ｵｰﾌﾟﾝ,8,11,N04
202608080402050809,ダリア賞,16:10,２歳,芝,1400,8,9,, トシミチ,牡,2,菱田裕二, 55 ,2,83.79,8,33.9,8, 1.56,35.1,,,,,161.2,ｵｰﾌﾟﾝ,8,11,N04
202608080402050901,１勝ｸﾗｽ・牝,16:45,３歳以上,ダ,1800,1,1,, オリオアルセーリオ,牝,4,杉原誠人, 56 ,8,116.55,13,52.0,9, 2.15,17.0,,,,,49.3,1勝,9,13,023
