レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード
202608080702050705,三河Ｓ･3勝,15:45,３歳以上,ダ,1800,5,5,(外),$ユウトザユウト,牡,4,松若風馬, 58 ,13,115.59,8,19.5,8, 2.25,53.8,,,,,55.9,3勝,7,13,A04
202608080702050706,三河Ｓ･3勝,15:45,３歳以上,ダ,1800,6,6,, クァンタムウェーブ,牡,4,コレット, 58 ,6,114.71,6,36.7,6, 1.37,36.6,,,,,4.2,3勝,7,13,A04
202608080702050707,三河Ｓ･3勝,15:45,３歳以上,ダ,1800,7,7,, ロードヴォイジャー,牡,4,西村淳也, 58 ,11,113.34,1,67.6,2,-0.03, 5.7,,,,,2.5,3勝,7,13,A04
202608080702050708,三河Ｓ･3勝,15:45,３歳以上,ダ,1800,8,8,, メイショウシナノ,牡,6,田口貫太, 58 ,31,114.02,4,53.0,4, 0.68,20.3,,,,,20.0,3勝,7,13,A04
202608080702050801,恵那特別･1勝,16:20,３歳以上,ダ,1800,1,1,(地), リアルペガサス,牡,5,田口貫太, 58 ,25,115.89,12,38.3,11, 2.03,31.3,,,,,159.1,1勝,8,13,003
202608080702050802,恵那特別･1勝,16:20,３歳以上,ダ,1800,2,2,(地), ブルーストレイル,牡,5,城戸義政, 58 ,24,115.53,10,30.3,12, 1.67,39.3,,,,,407.7,1勝,8,13,003
202608080702050803,恵那特別･1勝,16:20,３歳以上,ダ,1800,3,3,, サンライズオスカー,牡,3,藤懸貴志, 55 ,4,115.67,11,39.0,10, 1.81,30.6,,,,,46.9,1勝,8,13,003
202608080702050804,恵那特別･1勝,16:20,３歳以上,ダ,1800,4,4,, レーンアジリティ,牡,4,高倉稜, 58 ,17,114.84,7,54.4,5, 0.98,15.2,,,,,39.4,1勝,8,13,003
202608080702050805,恵那特別･1勝,16:20,３歳以上,ダ,1800,5,5,, エイユーファイヤー,牡,4,中井裕二, 58 ,17,114.57,4,58.5,4, 0.71,11.1,,,,,20.4,1勝,8,13,003
202608080702050806,恵那特別･1勝,16:20,３歳以上,ダ,1800,5,6,, メイショウオグマ,セ,7,国分恭介, 58 ,16,114.44,3,53.7,6, 0.58,15.9,,,,,39.9,1勝,8,13,003
202608080702050807,恵那特別･1勝,16:20,３歳以上,ダ,1800,6,7,, クレスコドルフィン,牡,4,角田大和, 58 ,13,114.99,8,45.0,8, 1.13,24.6,,,,,124.3,1勝,8,13,003
202608080702050808,恵那特別･1勝,16:20,３歳以上,ダ,1800,6,8,, スマートグロワール,牡,3,幸英明, 55 ,8,114.66,5,46.8,7, 0.80,22.8,,,,,6.0,1勝,8,13,003
202608080702050809,恵那特別･1勝,16:20,３歳以上,ダ,1800,7,9,, リアンドゥクール,牝,3,西村淳也, 53 ,3,113.86,1,69.6,1,-0.43,-5.2,,,,,1.7,1勝,8,13,003
202608080702050810,恵那特別･1勝,16:20,３歳以上,ダ,1800,7,10,, テーオーカイザー,牡,3,川田将雅, 55 ,5,115.43,9,40.5,9, 1.57,29.1,,,,,6.0,1勝,8,13,003
202608080702050811,恵那特別･1勝,16:20,３歳以上,ダ,1800,8,11,, ゴンタ,牡,3,松若風馬, 55 ,2,114.83,6,58.8,3, 0.97,10.8,,,,,9.0,1勝,8,13,003
202608080702050812,恵那特別･1勝,16:20,３歳以上,ダ,1800,8,12,, バケラッタ,牡,3,鮫島良太, 55 ,6,114.29,2,64.4,2, 0.43, 5.2,,,,,10.2,1勝,8,13,003
202608080702050901,障害・オープ,16:55,３歳以上,芝,3000,1,1,, トーアマリシテン,セ,5,森一馬, 60 ,13,196.61,3,,, 0.60,,,,,,13.7,ｵｰﾌﾟﾝ,9,18,A00
202608080702050902,障害・オープ,16:55,３歳以上,芝,3000,2,2,, ゴールドブリーズ,牡,8,水沼元輝,57▲,32,197.43,6,,, 1.42,,,,,,16.7,ｵｰﾌﾟﾝ,9,18,A00
202608080702050903,障害・オープ,16:55,３歳以上,芝,3000,3,3,(地), クラウンセト,牡,7,草野太郎, 60 ,37,197.95,8,,, 1.94,,,,,,5.8,ｵｰﾌﾟﾝ,9,18,A00
202608080702050904,障害・オープ,16:55,３歳以上,芝,3000,4,4,, ベイビーベリッシモ,牡,4,五十嵐雄, 60 ,16,198.00,9,,, 1.99,,,,,,18.8,ｵｰﾌﾟﾝ,9,18,A00
202608080702050905,障害・オープ,16:55,３歳以上,芝,3000,5,5,, テクネチウム,セ,5,井上敏樹,57▲,16,200.03,10,,, 4.02,,,,,,51.5,ｵｰﾌﾟﾝ,9,18,A00
202608080702050906,障害・オープ,16:55,３歳以上,芝,3000,6,6,, ポワンキュルミナン,牡,6,小牧加矢, 60 ,35,196.01,1,,,-0.35,,,,,,7.4,ｵｰﾌﾟﾝ,9,18,A00
202608080702050907,障害・オープ,16:55,３歳以上,芝,3000,7,7,, サトノエピック,牡,5,上野翔, 60 ,17,196.36,2,,, 0.35,,,,,,1.6,ｵｰﾌﾟﾝ,9,18,A00
202608080702050908,障害・オープ,16:55,３歳以上,芝,3000,7,8,, ニシノルアノーヴァ,牡,4,伴啓太, 60 ,12,197.33,5,,, 1.32,,,,,,16.6,ｵｰﾌﾟﾝ,9,18,A00
202608080702050909,障害・オープ,16:55,３歳以上,芝,3000,8,9,, ゲインサポート,セ,5,中村将之, 60 ,25,196.75,4,,, 0.74,,,,,,37.9,ｵｰﾌﾟﾝ,9,18,A00
202608080702050910,障害・オープ,16:55,３歳以上,芝,3000,8,10,, ヒットアンドロール,牡,5,大江原圭, 60 ,27,197.87,7,,, 1.86,,,,,,37.1,ｵｰﾌﾟﾝ,9,18,A00
202608080702051001,未勝利,17:30,３歳,ダ,1200,1,1,, マユナイト,牝,3,幸英明, 55 ,10,74.19,15,55.8,6, 1.37,23.1,,,,,18.6,未勝利,10,12,A03
202608080702051002,未勝利,17:30,３歳,ダ,1200,1,2,, ヤマニンコルザ,牝,3,松若風馬, 55 ,2,72.97,5,50.8,8, 0.15,28.1,,,,,5.2,未勝利,10,12,A03
202608080702051003,未勝利,17:30,３歳,ダ,1200,2,3,, シュクルリー,牝,3,藤懸貴志, 55 ,4,73.15,8,45.9,9, 0.33,33.0,,,,,53.3,未勝利,10,12,A03
202608080702051004,未勝利,17:30,３歳,ダ,1200,2,4,, エバイダンス,牝,3,田山旺佑,54☆,9,72.91,3,78.6,2, 0.09, 0.3,,,,,3.0,未勝利,10,12,A03
202608080702051005,未勝利,17:30,３歳,ダ,1200,3,5,, グロリアスニケ,牝,3,森田誠也,52▲,2,73.27,12,29.4,14, 0.45,49.5,,,,,93.1,未勝利,10,12,A03
202608080702051006,未勝利,17:30,３歳,ダ,1200,3,6,, フェイトブレイカー,セ,3,秋山稔樹, 57 ,1,73.16,9,42.3,10, 0.34,36.6,,,,,40.9,未勝利,10,12,A03
202608080702051007,未勝利,17:30,３歳,ダ,1200,4,7,, カワキタベレッタ,牝,3,中井裕二, 55 ,6,73.28,13,51.6,7, 0.46,27.3,,,,,237.3,未勝利,10,12,A03
202608080702051008,未勝利,17:30,３歳,ダ,1200,4,8,, サンシャインビーチ,牝,3,高倉稜, 55 ,3,73.25,11,37.5,12, 0.43,41.4,,,,,40.6,未勝利,10,12,A03
202608080702051009,未勝利,17:30,３歳,ダ,1200,5,9,, アリュウ,牝,3,西塚洸二, 55 ,5,73.03,6,34.3,13, 0.21,44.6,,,,,53.6,未勝利,10,12,A03
202608080702051010,未勝利,17:30,３歳,ダ,1200,5,10,, ザムーン,牝,3,角田大和, 55 ,4,73.11,7,40.0,11, 0.29,38.9,,,,,21.3,未勝利,10,12,A03
202608080702051011,未勝利,17:30,３歳,ダ,1200,6,11,, ヒルノジェノヴァ,牝,3,永島まな,53◇,7,74.36,16,18.9,16, 1.54,60.0,,,,,96.5,未勝利,10,12,A03
202608080702051012,未勝利,17:30,３歳,ダ,1200,6,12,, フルドフォルク,牡,3,加藤祥太, 57 ,3,73.21,10,57.6,5, 0.39,21.3,,,,,52.7,未勝利,10,12,A03
202608080702051013,未勝利,17:30,３歳,ダ,1200,7,13,, モチモチチャン,牝,3,田口貫太, 55 ,7,73.40,14,25.7,15, 0.58,53.2,,,,,64.7,未勝利,10,12,A03
202608080702051014,未勝利,17:30,３歳,ダ,1200,7,14,, マイベスティー,牡,3,長岡禎仁, 57 ,5,72.92,4,74.7,4, 0.10, 4.2,,,,,6.1,未勝利,10,12,A03
202608080702051015,未勝利,17:30,３歳,ダ,1200,8,15,, モズオサキニ,牝,3,吉村誠之, 55 ,4,72.82,1,77.2,3,-0.06, 1.7,,,,,6.4,未勝利,10,12,A03
202608080702051016,未勝利,17:30,３歳,ダ,1200,8,16,, ガルディエンヌ,牝,3,西村淳也, 55 ,7,72.88,2,78.9,1, 0.06,-0.3,,,,,5.8,未勝利,10,12,A03
202608080702051101,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,1,1,, レッドリガーレ,牡,3,団野大成, 55 ,5,92.91,2,64.9,3, 0.15,10.6,,,,,16.6,1勝,11,13,003
202608080702051102,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,2,2,, ゴージャス,牝,4,コレット, 56 ,8,93.52,9,46.7,8, 0.76,28.8,,,,,39.0,1勝,11,13,003
202608080702051103,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,3,3,, オーライカモン,牡,3,角田大和, 55 ,5,93.02,4,49.1,6, 0.26,26.4,,,,,13.3,1勝,11,13,003
202608080702051104,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,4,4,, バルセシート,牡,3,西村淳也, 55 ,6,92.76,1,75.5,1,-0.15,-10.3,,,,,1.5,1勝,11,13,003
202608080702051105,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,5,5,, シャーリーゴールド,牝,5,幸英明, 56 ,19,93.67,12,47.7,7, 0.91,27.8,,,,,63.1,1勝,11,13,003
202608080702051106,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,5,6,, グローブアマランス,牝,5,田口貫太, 56 ,17,93.65,11,57.5,5, 0.89,18.0,,,,,16.4,1勝,11,13,003
202608080702051107,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,6,7,, エスティヴァリス,牝,3,酒井学, 53 ,8,93.28,6,29.7,11, 0.52,45.8,,,,,80.8,1勝,11,13,003
202608080702051108,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,6,8,, インターポーザー,牡,4,国分優作, 58 ,11,93.59,10,26.0,12, 0.83,49.5,,,,,227.6,1勝,11,13,003
202608080702051109,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,7,9,, オーバースタンド,牡,4,松若風馬, 58 ,12,92.95,3,65.2,2, 0.19,10.3,,,,,11.0,1勝,11,13,003
202608080702051110,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,7,10,, ホールドミーワンス,牝,3,富田暁, 53 ,7,93.39,7,35.9,10, 0.63,39.6,,,,,97.9,1勝,11,13,003
202608080702051111,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,8,11,, メイショウハボマイ,牡,4,森田誠也,55▲,15,93.40,8,38.6,9, 0.64,36.9,,,,,326.1,1勝,11,13,003
202608080702051112,１勝ｸﾗｽ,18:00,３歳以上,芝,1600,8,12,, テイエムスティール,牝,3,田山旺佑,52☆,5,93.07,5,62.6,4, 0.31,12.9,,,,,4.0,1勝,11,13,003
202608080702051201,未勝利・牝,18:30,３歳,芝,1400,1,1,, ウイングサンライズ,牝,3,丸山元気, 55 ,3,81.86,7,60.7,5, 0.16,12.5,,,,,26.1,未勝利,12,12,023
202608080702051202,未勝利・牝,18:30,３歳,芝,1400,1,2,, ティグリス,牝,3,幸英明, 55 ,3,81.82,5,54.5,7, 0.12,18.7,,,,,14.3,未勝利,12,12,023
202608080702051203,未勝利・牝,18:30,３歳,芝,1400,2,3,, マスティカーレ,牝,3,田口貫太, 55 ,5,82.02,11,54.4,8, 0.32,18.8,,,,,12.4,未勝利,12,12,023
202608080702051204,未勝利・牝,18:30,３歳,芝,1400,2,4,,*バルフルール,牝,3,角田大和, 55 ,2,81.73,3,45.5,13, 0.03,27.7,,,,,41.2,未勝利,12,12,023
202608080702051205,未勝利・牝,18:30,３歳,芝,1400,3,5,, ルナフィオーレ,牝,3,川田将雅, 55 ,8,81.81,4,73.2,1, 0.11, 0.0,,,,,6.7,未勝利,12,12,023
202608080702051206,未勝利・牝,18:30,３歳,芝,1400,3,6,, ペスキエーラ,牝,3,団野大成, 55 ,4,82.09,13,39.4,15, 0.39,33.8,,,,,69.5,未勝利,12,12,023
202608080702051207,未勝利・牝,18:30,３歳,芝,1400,4,7,, エコロディアン,牝,3,Ｍ．デム, 55 ,2,81.70,1,54.3,9,-0.01,18.9,,,,,5.0,未勝利,12,12,023
202608080702051208,未勝利・牝,18:30,３歳,芝,1400,4,8,, ルージュマデイラ,牝,3,富田暁, 55 ,2,82.14,15,49.9,10, 0.44,23.3,,,,,69.1,未勝利,12,12,023
202608080702051209,未勝利・牝,18:30,３歳,芝,1400,5,9,, ルージュシャラポワ,牝,3,川端海翼,52▲,4,83.05,17,21.0,18, 1.35,52.2,,,,,302.0,未勝利,12,12,023
202608080702051210,未勝利・牝,18:30,３歳,芝,1400,5,10,, ココロザスノ,牝,3,酒井学, 55 ,3,82.12,14,42.7,14, 0.42,30.5,,,,,38.8,未勝利,12,12,023
202608080702051211,未勝利・牝,18:30,３歳,芝,1400,6,11,, フェブリノ,牝,3,松若風馬, 55 ,13,81.94,9,62.8,4, 0.24,10.4,,,,,26.8,未勝利,12,12,023
202608080702051212,未勝利・牝,18:30,３歳,芝,1400,6,12,, グレンセロース,牝,3,吉村誠之, 55 ,5,82.00,10,67.2,3, 0.30, 6.0,,,,,5.4,未勝利,12,12,023
202608080702051213,未勝利・牝,18:30,３歳,芝,1400,7,13,, タガノプトゥリ,牝,3,藤懸貴志, 55 ,3,82.15,16,28.7,16, 0.45,44.5,,,,,245.3,未勝利,12,12,023
202608080702051214,未勝利・牝,18:30,３歳,芝,1400,7,14,, ミヤジマミコ,牝,3,永島まな,53◇,2,83.58,18,21.1,17, 1.88,52.1,,,,,286.2,未勝利,12,12,023
202608080702051215,未勝利・牝,18:30,３歳,芝,1400,7,15,, ゴッドアイ,牝,3,コレット, 55 ,7,81.85,6,73.2,1, 0.15, 0.0,,,,,3.5,未勝利,12,12,023
202608080702051216,未勝利・牝,18:30,３歳,芝,1400,8,16,, ハッピーリオン,牝,3,太宰啓介, 55 ,3,81.92,8,45.6,12, 0.22,27.6,,,,,31.7,未勝利,12,12,023
202608080702051217,未勝利・牝,18:30,３歳,芝,1400,8,17,, グッデイ,牝,3,秋山稔樹, 55 ,6,81.71,2,47.3,11, 0.01,25.9,,,,,68.5,未勝利,12,12,023
202608080702051218,未勝利・牝,18:30,３歳,芝,1400,8,18,, スターアスコット,牝,3,柴田裕一,53△,3,82.03,12,57.6,6, 0.33,15.6,,,,,13.3,未勝利,12,12,023
