レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード,着,血統登録番号,重量C,所属,調教師,所属,生産者,産地,種牡馬,母名,母父名
202608160101080113,未勝利・牝,10:00,３歳,ダ,1700,8,13,, ストリートクイーン,牝,3,横山武史, 55 ,7,108.00,3,78.2,1, 0.39,-0.3,,,,,,未勝利,1,12,023,,2023101091,3,(栗),高橋一哉,栗東,タバタファーム,日高町,ルヴァンスレーヴ,ストリートキャット,アドマイヤムーン
202608160101080114,未勝利・牝,10:00,３歳,ダ,1700,8,14,, マスカルポーネ,牝,3,斎藤新, 55 ,11,109.72,8,58.6,6, 2.11,19.6,,,,,,未勝利,1,12,023,,2023104632,3,(美),水野貴広,美浦,村上欽哉,新冠町,リオンディーズ,ベーリーオクルス,キズナ
202608160101080201,未勝利*,10:30,２歳,芝,1200,1,1,, リアルクウカイ,牡,2,原田和真, 55 ,2,71.48,7,38.8,7, 0.91,39.9,,,,,,未勝利,2,11,A03,,2024104218,3,(美),萱野浩二,美浦,岡田牧場,新ひだか町,シャンハイボビー,フォギーデイ,リアルインパクト
202608160101080202,未勝利*,10:30,２歳,芝,1200,2,2,, ゴートゥービッツン,牝,2,遠藤汰月,52▲,4,71.34,5,39.2,5, 0.77,39.5,,,,,,未勝利,2,11,A03,,2024104503,3,(美),伊藤伸一,美浦,静内フジカワ牧場,新ひだか町,ダノンスマッシュ,プロヴァンスロゼ,ハービンジャー
202608160101080203,未勝利*,10:30,２歳,芝,1200,3,3,, タイフーンナイン,牝,2,佐々木大, 55 ,2,70.90,2,78.7,1, 0.33,-7.6,,,,,,未勝利,2,11,A03,,2024105166,3,(栗),柴田卓,栗東,小河ファーム,新ひだか町,ダノンプレミアム,ハリケーンフラッグ,"Storm Cat"
202608160101080204,未勝利*,10:30,２歳,芝,1200,4,4,, テイクケア,牝,2,河原田菜,51★,3,71.87,8,39.2,5, 1.30,39.5,,,,,,未勝利,2,11,A03,,2024106810,3,(美),和田正一,美浦,上水牧場,むかわ町,ジャンダルム,ストーミーラヴ,ヘニーヒューズ
202608160101080205,未勝利*,10:30,２歳,芝,1200,5,5,, リアルジャパン,牡,2,吉田隼人, 55 ,4,71.18,4,65.1,3, 0.61,13.6,,,,,,未勝利,2,11,A03,,2024102714,3,(栗),大橋勇樹,栗東,中村雅明,浦河町,シスキン,コスモミザール,"Pioneerof the Nile"
202608160101080206,未勝利*,10:30,２歳,芝,1200,6,6,, キチロクタワー,牡,2,長浜鴻緒,54☆,3,71.01,3,71.1,2, 0.44, 7.6,,,,,,未勝利,2,11,A03,,2024100569,3,(美),松永康利,美浦,スウィングフィールド牧場,日高町,タワーオブロンドン,レッドステラーノ,アグネスタキオン
202608160101080207,未勝利*,10:30,２歳,芝,1200,7,7,, スクレイプバイ,牡,2,横山琉人, 55 ,1,71.43,6,20.6,8, 0.86,58.1,,,,,,未勝利,2,11,A03,,2024103914,3,(栗),高橋義忠,栗東,村田牧場,新冠町,ミスターメロディ,トキノステラ,キングヘイロー
202608160101080208,未勝利*,10:30,２歳,芝,1200,8,8,, モミスケ,牡,2,小林美駒,52▲,1,70.57,1,46.9,4,-0.33,31.8,,,,,,未勝利,2,11,A03,,2024105532,3,(美),水野貴広,美浦,本桐村田牧場,新ひだか町,ビッグアーサー,クレーンズラヴァー,ゼンノロブロイ
202608160101080301,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,1,1,, ゴールドジェスター,セ,4,黛弘人, 58 ,9,108.39,6,44.2,10, 0.80,30.6,,,,,,1勝,3,13,A03,,2022106846,4,(美),中川公成,美浦,北勝ファーム,新冠町,シルバーステート,ゴールドシスター,スクリーンヒーロー
202608160101080302,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,2,2,, ライフイズカラフル,牡,3,斎藤新, 55 ,6,108.16,2,55.0,6, 0.57,19.8,,,,,,1勝,3,13,A03,,2023103630,4,(栗),河嶋宏樹,栗東,新井牧場,むかわ町,サトノダイヤモンド,コマノレジェンド,ストリートセンス
202608160101080303,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,3,3,, マイバラード,牡,6,遠藤汰月,55▲,42,109.51,12,28.7,12, 1.92,46.1,,,,,,1勝,3,13,A03,,2020100621,4,(美),松永康利,美浦,荻伏三好フアーム,浦河町,ダノンバラード,マイネアロマ,ロージズインメイ
202608160101080304,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,3,4,,*トクシージェネラル,牡,5,横山琉人, 58 ,14,109.64,13,28.6,13, 2.05,46.2,,,,,,1勝,3,13,A03,,2021107279,4,(美),小島茂之,美浦,浜本牧場,日高町,"Omaha Beach",ラッキーナンバー,"Smart Strike"
202608160101080305,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,4,5,, ハヤブササキチャン,牝,3,吉田隼人, 53 ,7,108.21,4,74.8,1, 0.62,-4.8,,,,,,1勝,3,13,A03,,2023106894,4,(栗),東田明士,栗東,ノーザンファーム,安平町,リアルスティール,ヴァフラーム,ハービンジャー
202608160101080306,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,4,6,,*ブランドブラン,牡,3,西村淳也, 55 ,5,107.59,1,69.4,3,-0.57, 5.4,,,,,,1勝,3,13,A03,,2023105005,4,(栗),杉山晴紀,栗東,三嶋牧場,浦河町,Frosted,オーケストレイト,Tiznow
202608160101080307,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,5,7,, レダアトミカ,牝,3,北村友一, 53 ,4,108.22,5,50.3,9, 0.63,24.5,,,,,,1勝,3,13,A03,,2023106835,4,(美),上原佑紀,美浦,ノーザンファーム,安平町,リアルスティール,アトミカオロ,Orpen
202608160101080308,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,5,8,, ブルースカイブルー,牡,3,池添謙一, 55 ,8,108.85,9,54.7,7, 1.26,20.1,,,,,,1勝,3,13,A03,,2023106921,4,(栗),平田修,栗東,ノーザンファーム,安平町,ハービンジャー,エマノン,ハーツクライ
202608160101080309,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,6,9,(地), クラシカルカイザー,牡,4,小林美駒,55▲,13,109.17,11,29.7,11, 1.58,45.1,,,,,,1勝,3,13,A03,,2022100860,4,(美),稲垣幸雄,美浦,幌村牧場,新ひだか町,リアルスティール,クラシカルレディ,キングズベスト
202608160101080310,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,6,10,, クリスレジーナ,牝,3,横山武史, 53 ,6,108.18,3,70.0,2, 0.59, 4.8,,,,,,1勝,3,13,A03,,2023102091,4,(栗),高野友和,栗東,谷川牧場,浦河町,エピファネイア,ファンディーナ,ディープインパクト
202608160101080311,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,7,11,, テンレディーゴー,牡,3,佐々木大, 55 ,10,108.42,7,58.8,4, 0.83,16.0,,,,,,1勝,3,13,A03,,2023102915,4,(美),菊川正達,美浦,千代田牧場,新ひだか町,デクラレーションオブウォー,タッシーエルモ,エピファネイア
202608160101080312,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,7,12,, カーフキック,セ,4,大野拓弥, 58 ,10,109.99,14,27.8,14, 2.40,47.0,,,,,,1勝,3,13,A03,,2022104840,4,(美),高橋文雅,美浦,ノーザンファーム,安平町,マインドユアビスケッツ,ジョンブドール,ステイゴールド
202608160101080313,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,8,13,, コウギョク,牝,3,横山和生, 53 ,4,109.01,10,51.8,8, 1.42,23.0,,,,,,1勝,3,13,A03,,2023104678,4,(栗),昆貢,栗東,村田牧場,新冠町,シルバーステート,ハーランズルビー,"Harlan's Holiday"
202608160101080314,１勝ｸﾗｽ,11:00,３歳以上,芝,1800,8,14,, ナムラヒナギク,牝,3,小沢大仁, 53 ,14,108.65,8,55.7,5, 1.06,19.1,,,,,,1勝,3,13,A03,,2023106226,4,(栗),大橋勇樹,栗東,ヒダカシーサイドファーム,浦河町,ジョーカプチーノ,ナムラキッス,マツリダゴッホ
202608160101080401,未勝利,11:30,３歳,ダ,1700,1,1,, アロハ,牝,3,西村淳也, 55 ,4,109.05,6,62.2,5, 1.24,11.7,,,,,,未勝利,4,12,003,,2023106115,3,(栗),橋田宜長,栗東,チャンピオンズファーム,新ひだか町,エピファネイア,ヤマノフェアリー,ディープインパクト
202608160101080402,未勝利,11:30,３歳,ダ,1700,2,2,, トランスマリーン,牡,3,和田陽希,54▲,6,109.62,13,37.8,10, 1.81,36.1,,,,,,未勝利,4,12,003,,2023107156,3,(栗),平田修,栗東,ノーザンファーム,安平町,ロードカナロア,パシフィックギャル,ゼンノロブロイ
202608160101080403,未勝利,11:30,３歳,ダ,1700,3,3,, ワンダージェム,牝,3,長浜鴻緒,54☆,3,109.47,12,17.7,14, 1.66,56.2,,,,,,未勝利,4,12,003,,2023101759,3,(栗),石坂公一,栗東,高昭牧場,浦河町,ワールドエース,ワンダースニュマン,エンパイアメーカー
202608160101080404,未勝利,11:30,３歳,ダ,1700,3,4,, メイショウタイザン,牡,3,小沢大仁, 57 ,9,107.81,1,73.9,1,-0.47,-4.7,,,,,,未勝利,4,12,003,,2023106570,3,(栗),高橋義忠,栗東,まるとみ冨岡牧場,浦河町,ミッキーアイル,メイショウタラチネ,メイショウボーラー
202608160101080405,未勝利,11:30,３歳,ダ,1700,4,5,, テリオスリコ,牝,3,古川吉洋, 55 ,9,109.10,8,60.7,7, 1.29,13.2,,,,,,未勝利,4,12,003,,2023101796,3,(栗),松下武士,栗東,ダイヤモンドファーム,浦河町,ルーラーシップ,ブライトロージー,ハーツクライ
202608160101080406,未勝利,11:30,３歳,ダ,1700,4,6,, ディープマウンテン,牝,3,吉田隼人, 55 ,7,108.82,5,37.4,11, 1.01,36.5,,,,,,未勝利,4,12,003,,2023103475,3,(美),深山雅史,美浦,社台ファーム,千歳市,エイシンフラッシュ,テクニカルラン,アグネスタキオン
202608160101080407,未勝利,11:30,３歳,ダ,1700,5,7,, エースオブゴールド,牡,3,佐々木大, 57 ,4,108.28,2,35.8,12, 0.47,38.1,,,,,,未勝利,4,12,003,,2023100784,3,(美),堀内岳志,美浦,木部ファーム,日高町,ブラックタイド,ワイルドアフリカ,ワイルドラッシュ
202608160101080408,未勝利,11:30,３歳,ダ,1700,5,8,, アルジェンタム,セ,3,横山和生, 57 ,3,109.07,7,61.8,6, 1.26,12.1,,,,,,未勝利,4,12,003,,2023105675,3,(栗),野中賢二,栗東,天羽禮治,日高町,シルバーステート,サムカインドオブブルー,"Union Rags"
202608160101080409,未勝利,11:30,３歳,ダ,1700,6,9,, メカニックバレエ,牝,3,小野楓馬, 55 ,3,108.80,4,44.0,8, 0.99,29.9,,,,,,未勝利,4,12,003,,2023105791,3,(栗),中村直也,栗東,ケイアイファーム,新ひだか町,ダノンプレミアム,エトワールブリエ,ロードカナロア
202608160101080410,未勝利,11:30,３歳,ダ,1700,6,10,, フォーティンブラス,牡,3,古川奈穂,55◇,5,109.21,9,65.5,4, 1.40, 8.4,,,,,,未勝利,4,12,003,,2023103776,3,(栗),池江泰寿,栗東,社台コーポレーション白老ファーム,白老町,エピファネイア,サトノガーネット,ディープインパクト
202608160101080411,未勝利,11:30,３歳,ダ,1700,7,11,, ホウオウロレンシア,牝,3,北村友一, 55 ,9,109.35,11,65.6,3, 1.54, 8.3,,,,,,未勝利,4,12,003,,2023102396,3,(美),高木登,美浦,岡田スタツド,新ひだか町,ゴールドシップ,ヌーナ,Congrats
202608160101080412,未勝利,11:30,３歳,ダ,1700,7,12,, ペガサスウィンド,牝,3,坂井瑠星, 55 ,7,108.63,3,69.2,2, 0.82, 4.7,,,,,,未勝利,4,12,003,,2023100609,3,(栗),宮地貴稔,栗東,天羽牧場,日高町,マインドユアビスケッツ,ペガサスハーツ,ハーツクライ
202608160101080413,未勝利,11:30,３歳,ダ,1700,8,13,, ブライトエンジェル,牝,3,川又賢治, 55 ,4,109.30,10,28.8,13, 1.49,45.1,,,,,,未勝利,4,12,003,,2023104374,3,(栗),角田晃一,栗東,ノースヒルズ,新冠町,コントレイル,イベリス,ロードカナロア
202608160101080414,未勝利,11:30,３歳,ダ,1700,8,14,, パーシヴァル,セ,3,横山琉人, 57 ,4,109.76,14,38.7,9, 1.95,35.2,,,,,,未勝利,4,12,003,,2023103290,3,(美),相沢郁,美浦,矢野牧場,新ひだか町,デクラレーションオブウォー,センティフォリア,ディープインパクト
202608160101080501,新馬,12:20,２歳,芝,1800,1,1,, ミライショウグン,牡,2,舟山瑠泉,54☆,0,113.07,9,55.6,5, 2.04,16.7,,,,,,新馬,5,11,003,,2024105446,3,(栗),前川恭子,栗東,中橋清,新ひだか町,カデナ,インゴニャーマ,"Kitten's Joy"
202608160101080502,新馬,12:20,２歳,芝,1800,2,2,, マサノブルスカイ,牡,2,和田陽希,52▲,0,111.92,4,55.6,5, 0.89,16.7,,,,,,新馬,5,11,003,,2024105151,3,(栗),藤野健太,栗東,猪野毛牧場,新ひだか町,エピファネイア,マサノヴィクトワル,ヴィクトワールピサ
202608160101080503,新馬,12:20,２歳,芝,1800,3,3,, アイアムツヨスギル,牡,2,池添謙一, 55 ,0,112.97,8,41.5,9, 1.94,30.8,,,,,,新馬,5,11,003,,2024106018,3,(美),奥平雅士,美浦,社台ファーム,千歳市,ロードカナロア,ブルームスベリー,ハービンジャー
202608160101080504,新馬,12:20,２歳,芝,1800,4,4,, グリームウッド,牡,2,横山琉人, 55 ,0,113.16,11,38.1,10, 2.13,34.2,,,,,,新馬,5,11,003,,2024101091,3,(美),手塚貴徳,美浦,前野牧場,日高町,ヤングマンパワー,エリナイトニケ,エイシンフラッシュ
202608160101080505,新馬,12:20,２歳,芝,1800,5,5,, リアンディール,牝,2,佐々木大, 55 ,0,111.62,3,56.5,4, 0.59,15.8,,,,,,新馬,5,11,003,,2024104580,3,(美),秋本大介,美浦,高橋フアーム,新ひだか町,バゴ,オルボンディール,ステイゴールド
202608160101080506,新馬,12:20,２歳,芝,1800,5,6,, ネージュエトワール,牝,2,小林美駒,52▲,0,113.12,10,25.3,12, 2.09,47.0,,,,,,新馬,5,11,003,,2024104262,3,(美),新開幸一,美浦,カタオカステーブル,新ひだか町,ベストウォーリア,フラワリング,ハーツクライ
202608160101080507,新馬,12:20,２歳,芝,1800,6,7,, シャイニーヒーロー,牡,2,大久保友,52▲,0,113.47,12,30.6,11, 2.44,41.7,,,,,,新馬,5,11,003,,2024101323,3,(美),畠山吉宏,美浦,川向高橋育成牧場,平取町,サトノアラジン,ノードラメール,"Rock of Gibraltar"
202608160101080508,新馬,12:20,２歳,芝,1800,6,8,, レッドマスキュラー,牡,2,横山和生, 55 ,0,111.03,1,72.3,1,-0.27,-3.7,,,,,,新馬,5,11,003,,2024106048,3,(美),黒岩陽一,美浦,社台ファーム,千歳市,キズナ,ムーチョアンユージュアル,"Mucho Macho Man"
202608160101080509,新馬,12:20,２歳,芝,1800,7,9,, ハヤブサカツオー,牡,2,吉田隼人, 55 ,0,111.30,2,60.9,3, 0.27,11.4,,,,,,新馬,5,11,003,,2024103393,3,(栗),岡田稲男,栗東,新冠橋本牧場,新冠町,サートゥルナーリア,カツコ,ハービンジャー
202608160101080510,新馬,12:20,２歳,芝,1800,7,10,, レッドディーヴァ,牝,2,小沢大仁, 55 ,0,112.71,7,47.2,7, 1.68,25.1,,,,,,新馬,5,11,003,,2024103694,3,(栗),小椋研介,栗東,細川農場,新冠町,サトノダイヤモンド,レッドアマルフィ,ロードカナロア
202608160101080511,新馬,12:20,２歳,芝,1800,8,11,, レジームチェンジ,牡,2,横山武史, 55 ,0,112.58,6,68.6,2, 1.55, 3.7,,,,,,新馬,5,11,003,,2024100699,3,(美),鹿戸雄一,美浦,ダーレー・ジャパン・ファーム,日高町,ルーラーシップ,メトロポール,"Daiwa Major"
202608160101080512,新馬,12:20,２歳,芝,1800,8,12,, シティオブドリーム,牝,2,横山典弘, 55 ,0,112.24,5,47.2,7, 1.21,25.1,,,,,,新馬,5,11,003,,2024104953,3,(栗),昆貢,栗東,フジワラフアーム,新ひだか町,コントレイル,ビューティフルストリート,"Street Cry"
202608160101080601,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,1,1,, ジュジュドール,牝,3,斎藤新, 54 ,7,60.46,11,43.3,9, 1.15,30.5,,,,,,1勝,6,13,003,,2023106912,4,(栗),西園翔太,栗東,ノーザンファーム,安平町,レイデオロ,エクシードリミッツ,"Exceed And Excel"
202608160101080602,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,2,2,, マカニ,牝,4,古川奈穂,54◇,6,60.65,12,26.4,12, 1.34,47.4,,,,,,1勝,6,13,003,,2022104370,4,(美),尾形和幸,美浦,藤沢牧場,新ひだか町,ルヴァンスレーヴ,デヒアバーズ,デヒア
202608160101080603,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,3,3,, イングラム,牡,3,舟山瑠泉,55☆,6,59.80,5,69.1,2, 0.49, 4.7,,,,,,1勝,6,13,003,,2023102427,4,(栗),千田輝彦,栗東,岡田スタツド,新ひだか町,モズアスコット,ヤマトサクラコ,ディープインパクト
202608160101080604,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,4,4,, ラテラルパーム,牡,3,岩田康誠, 56 ,7,59.56,2,50.2,6, 0.25,23.6,,,,,,1勝,6,13,003,,2023103557,4,(美),栗田徹,美浦,社台ファーム,千歳市,モーリス,マジックリアリズム,ディープインパクト
202608160101080605,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,5,5,, タイセイアビリティ,牡,4,黛弘人, 58 ,13,59.75,3,50.0,7, 0.44,23.8,,,,,,1勝,6,13,003,,2022102799,4,(栗),小林真也,栗東,酒井牧場,浦河町,フォーウィールドライブ,ブラジリアンビューティ,Galileo
202608160101080606,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,5,6,, スパークルジョイ,牝,5,小沢大仁, 56 ,28,59.99,7,48.7,8, 0.68,25.1,,,,,,1勝,6,13,003,,2021101891,4,(栗),前川恭子,栗東,長谷川一男,日高町,レッドファルクス,シングルカスク,タニノギムレット
202608160101080607,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,6,7,(地), ナンナンプー,牝,4,横山琉人, 56 ,25,60.35,10,51.1,5, 1.04,22.7,,,,,,1勝,6,13,003,,2022102878,4,(美),水野貴広,美浦,田中スタッド,浦河町,フィエールマン,シエルクレール,ダイワメジャー
202608160101080608,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,6,8,, ビタミンドロップ,牡,3,小林美駒,53▲,6,60.02,8,63.7,3, 0.71,10.1,,,,,,1勝,6,13,003,,2023105630,4,(美),松山将樹,美浦,織田正敏,新ひだか町,エスポワールシチー,リアンローズ,スターリングローズ
202608160101080609,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,7,9,, パドゼフィール,牝,3,河原田菜,50★,7,59.31,1,34.9,10,-0.25,38.9,,,,,,1勝,6,13,003,,2023103699,4,(栗),新谷功一,栗東,追分ファーム,安平町,ルヴァンスレーヴ,ソロダンサー,ゴールドアリュール
202608160101080610,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,7,10,, ヨドノゴールド,牡,8,川田将雅, 58 ,41,59.92,6,73.8,1, 0.61,-4.7,,,,,,1勝,6,13,003,,2018103293,4,(栗),橋田宜長,栗東,林農場,浦河町,サウスヴィグラス,クイーンマルサ,ステイゴールド
202608160101080611,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,8,11,, エスカレイト,牝,3,西村淳也, 54 ,10,59.77,4,60.5,4, 0.46,13.3,,,,,,1勝,6,13,003,,2023105815,4,(栗),小栗実,栗東,ケイアイファーム,新ひだか町,ロードカナロア,フライングティパット,Tapit
202608160101080612,１勝ｸﾗｽ,12:50,３歳以上,ダ,1000,8,12,, メイショウホダワラ,牝,4,吉田隼人, 56 ,12,60.33,9,27.9,11, 1.02,45.9,,,,,,1勝,6,13,003,,2022103237,4,(栗),荒川義之,栗東,三嶋牧場,浦河町,デクラレーションオブウォー,フェルトベルク,ブラックタイド
202608160101080701,未勝利,13:25,３歳,芝,2000,1,1,, ルクスユアン,牡,3,吉田隼人, 57 ,7,122.17,4,58.5,8, 0.14,20.0,,,,,,未勝利,7,12,A03,,2023102765,3,(栗),清水久詞,栗東,静内山田牧場,新ひだか町,サトノダイヤモンド,スマートシモーヌ,ドリームジャーニー
202608160101080702,未勝利,13:25,３歳,芝,2000,1,2,, クールフィデル,牡,3,横山和生, 57 ,6,122.03,1,59.5,6,-0.07,19.0,,,,,,未勝利,7,12,A03,,2023103483,3,(美),和田勇介,美浦,社台ファーム,千歳市,サートゥルナーリア,デルマコイウタ,ディープブリランテ
202608160101080703,未勝利,13:25,３歳,芝,2000,2,3,, キトゥンズラスター,牝,3,小沢大仁, 55 ,3,123.54,14,19.9,16, 1.51,58.6,,,,,,未勝利,7,12,A03,,2023105282,3,(栗),橋口慎介,栗東,ノーザンファーム,安平町,モーリス,クイーンズキトゥン,ディープインパクト
202608160101080704,未勝利,13:25,３歳,芝,2000,2,4,, トーレス,牡,3,大久保友,54▲,5,123.50,13,31.8,13, 1.47,46.7,,,,,,未勝利,7,12,A03,,2023100645,3,(栗),秋山真一,栗東,新井昭二牧場,日高町,シルバーステート,ロイヤルライン,クロフネ
202608160101080705,未勝利,13:25,３歳,芝,2000,3,5,, デイズインザサン,牝,3,佐々木大, 55 ,6,122.50,7,54.8,9, 0.47,23.7,,,,,,未勝利,7,12,A03,,2023101812,3,(美),小野次郎,美浦,中神牧場,浦河町,シルバーステート,スパークルキャット,ダンスインザダーク
202608160101080706,未勝利,13:25,３歳,芝,2000,3,6,, ロッサコメータ,牝,3,小林美駒,52▲,7,122.12,3,61.9,5, 0.09,16.6,,,,,,未勝利,7,12,A03,,2023103607,3,(栗),吉岡辰弥,栗東,社台ファーム,千歳市,エピファネイア,レッドレイチェル,"Medaglia d'Oro"
202608160101080707,未勝利,13:25,３歳,芝,2000,4,7,, マコトアディントン,牡,3,横山武史, 57 ,8,122.96,10,72.1,2, 0.93, 6.4,,,,,,未勝利,7,12,A03,,2023102128,3,(栗),前川恭子,栗東,辻牧場,浦河町,オルフェーヴル,マコトブリジャール,ストーミングホーム
202608160101080708,未勝利,13:25,３歳,芝,2000,4,8,, アームアンフルール,牡,3,岩田康誠, 57 ,4,123.32,12,29.2,14, 1.29,49.3,,,,,,未勝利,7,12,A03,,2023103369,3,(美),本間忍,美浦,社台ファーム,千歳市,モーリス,カラフルマーメイド,ハービンジャー
202608160101080709,未勝利,13:25,３歳,芝,2000,5,9,, メイショウライガ,牡,3,和田陽希,54▲,5,122.89,8,33.7,12, 0.86,44.8,,,,,,未勝利,7,12,A03,,2023100608,3,(栗),藤原英昭,栗東,天羽牧場,日高町,シルバーステート,フェットデメール,エピファネイア
202608160101080710,未勝利,13:25,３歳,芝,2000,5,10,, コスモマウイ,牡,3,横山琉人, 57 ,1,123.61,15,27.0,15, 1.58,51.5,,,,,,未勝利,7,12,A03,,2023106447,3,(美),深山雅史,美浦,ビッグレッドファーム,新冠町,ベンバトル,スウィートレイラニ,ディープインパクト
