race_id_16,馬番,馬名,美咲印,美咲順位,美咲_勝率,美咲_連対率
2026082301020201,3,アイビーミャーオ,◎,1,58.10309372403025,61.52154927228316
2026082301020201,4,ルーチェコメット,○,2,57.31863223087649,58.47707400344051
2026082301020201,12,メイショウマドンナ,▲,3,51.476738896021104,55.90909386633304
2026082301020201,9,ペイシャクロス,△,4,54.783438897635946,54.738250371278575
2026082301020201,5,シェイプオブユー,×,5,52.597866584413225,54.36737588499473
2026082301020201,8,ロングフルスペック,注,6,45.79113611633196,50.378287102655946
2026082301020201,7,トリアングルレディ,☆,7,48.89721773015099,47.540931695486044
2026082301020201,11,アジーザム,,8,44.24055656477774,45.51469396570623
2026082301020201,10,ベルグランボヌール,,9,45.4198548939597,43.937846589908524
2026082301020201,6,ニシノギャルズ,,10,30.306354591154545,34.08459949061245
2026082301020201,2,アッシュグレイス,,11,33.26030250758744,31.18983443450477
2026082301020201,1,アーミル,,12,27.77683937955841,28.72268324771247
2026082301020202,1,デザートスピリット,◎,1,73.16371471610111,74.26490333696175
2026082301020202,8,サンレガート,○,2,63.0458355723045,65.85793855988236
2026082301020202,5,ティアラード,▲,3,54.67659313062923,59.62958762349879
2026082301020202,12,ムッチリスタイル,△,4,48.68063330558157,49.260648951645855
2026082301020202,4,シガレス,×,5,40.46923529872462,45.36859043305855
2026082301020202,9,アルデシンザン,注,6,43.66918470424189,45.349941255034
2026082301020202,7,サンシルヴァリー,☆,7,42.15665390735034,42.064176675018814
2026082301020202,11,シークレットタワー,,8,41.22591263041015,41.757342940355414
2026082301020202,10,ウィルレーヴィア,,9,37.29167606874106,38.29069480004024
2026082301020202,3,リーゼントエース,,10,34.01891883035596,34.592999214954226
2026082301020202,6,セールデュクール,,11,23.901961746957813,27.403768746353922
2026082301020202,2,トムクリオーザ,,12,25.8604873579355,27.06288721192214
2026082301020203,13,ファイアリービート,◎,1,55.83211233944243,60.6329240385209
2026082301020203,11,アオイミズホ,○,2,52.35595903024157,57.35489917103156
2026082301020203,7,ジェイストリーク,▲,3,54.596911981698305,56.15555676836384
2026082301020203,2,ホウオウファラオ,△,4,51.50320044466895,56.1049469361179
2026082301020203,1,ブルーエ,×,5,48.110159980077455,50.74433410596117
2026082301020203,4,レジオンポレール,注,6,48.44381171732503,47.77134859516067
2026082301020203,5,セラサイト,☆,7,44.8105652624448,47.48825413946767
2026082301020203,9,ジェッディンデデン,,8,43.95721407813221,42.303019282969444
2026082301020203,8,メイショウライゴー,,9,37.33375543770099,40.40429586315158
2026082301020203,10,エクラドット,,10,40.88604235379844,39.52770682411274
2026082301020203,6,セブンワンダーズ,,11,29.721419269031625,31.226332359769977
2026082301020203,3,ブルーアンビエンス,,12,34.0168582538183,31.076092324961646
2026082301020203,12,ヒマラヤミュサ,,13,28.86331174629323,30.019097985092912
2026082301020203,14,アメリカンダンス,,14,29.604971890351944,26.163559276383257
2026082301020204,8,リアララ,◎,1,59.87849435707291,65.65656976124785
2026082301020204,16,アドマイヤパープル,○,2,53.56543501380503,55.695245931002425
2026082301020204,3,ロジスカヤ,▲,3,51.22333706967911,55.568461197687334
2026082301020204,4,スカイピア,△,4,51.681347858798496,55.19887673918543
2026082301020204,10,リネアベルタ,×,5,48.66301625643917,54.98876231281056
2026082301020204,6,ファイティンアスク,注,6,46.82812861467594,51.800793299900185
2026082301020204,12,レッドアイスピア,☆,7,49.67194486393551,51.450536826121066
2026082301020204,2,ブレッティレディ,,8,46.57457661340729,47.30157818063102
2026082301020204,5,メイショウテンジン,,9,38.6300292351377,44.35605869958579
2026082301020204,11,ニットウエース,,10,40.264627114337024,39.350216328453676
2026082301020204,14,チャーミングアイ,,11,38.22534710310032,38.41737193604937
2026082301020204,7,ユーベルジーク,,12,35.45642775327843,35.1372794223381
2026082301020204,13,ゲフィオン,,13,36.55652928702049,34.80082587832203
2026082301020204,1,ドンレミラピュセル,,14,30.1015974413808,29.45922177114428
2026082301020204,15,ウォーターブビンガ,,15,28.068067171350787,28.5880136675752
2026082301020204,9,ヴェンデボヌール,,16,28.312160388622782,27.078897885823732
2026082301020205,3,ヴァンドレスト,◎,1,52.08765209389406,56.69710369396401
2026082301020205,7,バトルナイト,○,2,42.727770391309846,46.868061729894606
2026082301020205,6,マテンロウバモス,▲,3,42.65302725728568,46.38284051076512
2026082301020205,1,リズムオブサンダー,△,4,41.5081692459947,45.64414376816034
