レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード,着,血統登録番号,重量C,所属,調教師,所属,生産者,産地,種牡馬,母名,母父名
202608220102010703,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,3,3,, レストプレドゥモア,牝,4,小沢大仁, 56 ,9,60.06,7,54.0,6, 0.58,17.5,,,,,8.1,1勝,7,13,003,,2022101418,4,(栗),小林真也,栗東,下河辺牧場,日高町,モーリス,ジェラスキャット,Tapit
202608220102010704,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,4,4,, ラテラルパーム,牡,3,松山弘平, 56 ,8,59.48,1,61.5,4,-0.26,10.0,,,,,7.6,1勝,7,13,003,,2023103557,4,(美),栗田徹,美浦,社台ファーム,千歳市,モーリス,マジックリアリズム,ディープインパクト
202608220102010705,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,5,5,, ドリームガッサン,牝,3,小林美駒,51▲,10,59.88,4,51.8,7, 0.40,19.7,,,,,5.4,1勝,7,13,003,,2023102748,4,(美),鈴木伸尋,美浦,静内フジカワ牧場,新ひだか町,キャプテンキング,フルゴラ,エイシンフラッシュ
202608220102010706,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,5,6,, メイショウハッブル,牡,5,古川奈穂,56◇,24,60.12,8,45.3,8, 0.64,26.2,,,,,50.2,1勝,7,13,003,,2021102550,4,(栗),石橋守,栗東,中脇一幸,様似町,グレーターロンドン,メイショウルナ,スタチューオブリバティ
202608220102010707,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,6,7,, ミサビスケッツ,牝,4,河原田菜,52★,13,59.85,3,66.9,2, 0.37, 4.6,,,,,8.7,1勝,7,13,003,,2022104317,4,(美),村田一誠,美浦,服部牧場,新ひだか町,マインドユアビスケッツ,ホクラニミサ,ディープインパクト
202608220102010708,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,6,8,, セイウンバジリスク,牡,3,和田陽希,53▲,9,60.40,9,33.4,10, 0.92,38.1,,,,,2.6,1勝,7,13,003,,2023100241,4,(栗),北出成人,栗東,中田英樹,新ひだか町,フィレンツェファイア,フィールドメジャー,ダイワメジャー
202608220102010709,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,7,9,, メイワキラリ,牡,3,川又賢治, 56 ,11,59.90,5,63.0,3, 0.42, 8.5,,,,,10.9,1勝,7,13,003,,2023103746,4,(栗),河嶋宏樹,栗東,笹川大晃牧場,森町,ミスターメロディ,リュウメイ,コロナドズクエスト
202608220102010710,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,7,10,, グッバイウェーブ,牝,4,黛弘人, 56 ,15,60.50,10,37.7,9, 1.02,33.8,,,,,149.4,1勝,7,13,003,,2022102492,4,(美),中川公成,美浦,様似共栄牧場,様似町,ミスターメロディ,トーワクリステル,ディープインパクト
202608220102010711,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,8,11,(地), シェーンルスカ,牝,4,遠藤汰月,53▲,12,60.93,12,28.4,12, 1.45,43.1,,,,,167.6,1勝,7,13,003,,2022103018,4,(美),本間忍,美浦,ディアレストクラブ,浦河町,イスラボニータ,シャララ,メイショウサムソン
202608220102010712,１勝ｸﾗｽ,13:25,３歳以上,ダ,1000,8,12,(地), セガンティーニ,牝,4,石川倭, 56 ,22,59.94,6,56.3,5, 0.46,15.2,,,,,13.7,1勝,7,13,003,,2022106835,4,(栗),坂口智康,栗東,プログレスファーム,新冠町,ビッグアーサー,カゼノサファイア,スパイキュール
202608220102010801,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,1,1,, ルージュビバーチェ,牝,3,鮫島克駿, 53 ,7,106.58,4,70.4,1, 0.77,-5.2,,,,,3.4,1勝,8,13,023,,2023107337,4,(栗),橋口慎介,栗東,ノーザンファーム,安平町,ミスターメロディ,レッドクラウディア,アグネスタキオン
202608220102010802,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,2,2,, リピース,牝,3,岩田望来, 53 ,7,107.24,8,37.5,8, 1.43,32.9,,,,,16.4,1勝,8,13,023,,2023107412,4,(栗),前川恭子,栗東,田原橋本牧場,新ひだか町,サンダースノー,キモンクイーン,クロフネ
202608220102010803,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,3,3,, ジーティーアリア,牝,3,北村友一, 53 ,5,107.17,6,48.8,6, 1.36,21.6,,,,,23.0,1勝,8,13,023,,2023105358,4,(栗),田中克典,栗東,吉田ファーム,浦河町,コントレイル,ヴァラディヤ,Siyouni
202608220102010804,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,4,4,, サウンドルーチェ,牝,4,河原田菜,52★,16,107.20,7,56.8,3, 1.39,13.6,,,,,33.6,1勝,8,13,023,,2022105267,4,(栗),渡辺薫彦,栗東,社台ファーム,千歳市,ミッキーアイル,オッティマルーチェ,"Fusaichi Pegasus"
202608220102010805,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,5,5,, ランスノーブル,牝,6,原田和真, 56 ,39,107.11,5,53.5,5, 1.30,16.9,,,,,17.2,1勝,8,13,023,,2020101250,4,(美),上原博之,美浦,新井昭二,日高町,ハービンジャー,ロイヤルライン,クロフネ
202608220102010806,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,6,6,(地), ピラニアキッス,牝,4,横山和生, 56 ,13,106.33,3,41.3,7, 0.52,29.1,,,,,14.2,1勝,8,13,023,,2022101599,4,(美),嘉藤貴行,美浦,竹島幸治,日高町,ルーラーシップ,トーホウアイレス,ハーツクライ
202608220102010807,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,7,7,, ケープウィッカム,牝,5,ルメール, 56 ,20,106.26,2,65.2,2, 0.45, 5.2,,,,,3.2,1勝,8,13,023,,2021105896,4,(美),中舘英二,美浦,ノーザンファーム,安平町,ドレフォン,レーヴルシード,ディープインパクト
202608220102010808,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,7,8,, ホワイトオーキッド,牝,3,小林美駒,50▲,5,108.38,10,34.9,10, 2.57,35.5,,,,,10.4,1勝,8,13,023,,2023102615,4,(栗),藤原英昭,栗東,グランド牧場,新ひだか町,キズナ,ボンオムトゥック,クロフネ
202608220102010809,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,8,9,, ミルボナー,牝,3,武豊, 53 ,5,105.81,1,54.5,4,-0.45,15.9,,,,,5.0,1勝,8,13,023,,2023106217,4,(栗),高野友和,栗東,谷川牧場,浦河町,ルヴァンスレーヴ,レイナアラ,マンハッタンカフェ
202608220102010810,１勝ｸﾗｽ・牝,14:00,３歳以上,ダ,1700,8,10,, ローゾフィア,牝,3,荻野琢真, 53 ,7,107.49,9,36.7,9, 1.68,33.7,,,,,9.5,1勝,8,13,023,,2023104384,4,(栗),宮本博,栗東,ノースヒルズ,新冠町,シニスターミニスター,キエレ,"Distorted Humor"
202608220102010901,クローバ,14:35,２歳,芝,1500,1,1,, ステラトップガン,牡,2,松山弘平, 55 ,2,90.27,6,57.3,7, 0.25,20.6,,,,,8.6,ｵｰﾌﾟﾝ,9,11,N04,,2024100120,2,(栗),高柳大輔,栗東,"VERSAILLES STABLE",日高町,モズアスコット,ステラリード,スペシャルウィーク
202608220102010902,クローバ,14:35,２歳,芝,1500,2,2,[地], シアンディオ,牡,2,落合玄太, 55 ,3,90.77,10,30.3,12, 0.75,47.6,,,,,50.7,ｵｰﾌﾟﾝ,9,11,N04,,2024102340,2,[地],田中淳司,地方,宮内牧場,浦河,ドレフォン,タキオンレディー,クロフネ
202608220102010903,クローバ,14:35,２歳,芝,1500,3,3,, ライーリーアース,牝,2,原田和真, 55 ,2,90.29,7,44.3,8, 0.27,33.6,,,,,69.9,ｵｰﾌﾟﾝ,9,11,N04,,2024106853,2,(美),蛯名利弘,美浦,エスティファーム,日高町,ハイランドリール,トーセンリスト,ノヴェリスト
202608220102010904,クローバ,14:35,２歳,芝,1500,3,4,[地], コパノシチリア,牡,2,阿部龍, 55 ,4,91.13,12,33.2,9, 1.11,44.7,,,,,170.2,ｵｰﾌﾟﾝ,9,11,N04,,2024104065,2,[地],角川秀樹,地方,伊藤敏明,新ひだか,コパノリッキー,コパノバウンシ,サウスヴィグラス
202608220102010905,クローバ,14:35,２歳,芝,1500,4,5,[地], スターオブヴェイズ,牡,2,石川倭, 55 ,5,91.20,14,33.2,9, 1.18,44.7,,,,,173.0,ｵｰﾌﾟﾝ,9,11,N04,,2024100213,2,[地],米川昇,地方,加藤牧場,日高,グローリーヴェイズ,シャインベスト,ストロングリターン
202608220102010906,クローバ,14:35,２歳,芝,1500,4,6,, ブルージェイ,牡,2,鮫島克駿, 55 ,1,90.23,5,66.8,5, 0.21,11.1,,,,,4.8,ｵｰﾌﾟﾝ,9,11,N04,,2024107032,2,(美),加藤征弘,美浦,社台コーポレーション白老ファーム,白老町,シスキン,ネオフレグランス,ネオユニヴァース
202608220102010907,クローバ,14:35,２歳,芝,1500,5,7,,*フレイコン,牡,2,横山武史, 55 ,1,90.08,3,73.7,3, 0.06, 4.2,,,,,1.9,ｵｰﾌﾟﾝ,9,11,N04,,2024100671,2,(美),伊藤圭三,美浦,ダーレー・ジャパン・ファーム,日高町,"Blue Point",トゥウィンクルベリー,Kodiac
202608220102010908,クローバ,14:35,２歳,芝,1500,5,8,[地], モンビスキュイ,牝,2,レーン, 55 ,2,90.56,8,24.6,13, 0.54,53.3,,,,,33.9,ｵｰﾌﾟﾝ,9,11,N04,,2024107053,2,[地],田中淳司,地方,社台コーポレーション白老ファーム,白老,マインドユアビスケッツ,マスターワーク,ダイワメジャー
202608220102010909,クローバ,14:35,２歳,芝,1500,6,9,, チカバリエンテ,牝,2,岩田望来, 55 ,4,90.16,4,77.9,1, 0.14,-1.4,,,,,22.3,ｵｰﾌﾟﾝ,9,11,N04,,2024104976,2,(栗),藤野健太,栗東,藤原牧場,新ひだか町,シルバーステート,スペクター,エンパイアメーカー
202608220102010910,クローバ,14:35,２歳,芝,1500,6,10,, ラードンチェイス,牡,2,ルメール, 55 ,1,90.02,1,70.1,4,-0.02, 7.8,,,,,6.3,ｵｰﾌﾟﾝ,9,11,N04,,2024103538,2,(美),古賀慎明,美浦,ハシモトフアーム,新冠町,モズアスコット,ライトファンタジア,ゼンノロブロイ
202608220102010911,クローバ,14:35,２歳,芝,1500,7,11,[地], エンジェルボヌール,牝,2,吉田隼人, 55 ,2,91.11,11,20.8,14, 1.09,57.1,,,,,100.5,ｵｰﾌﾟﾝ,9,11,N04,,2024108150,2,[地],小国博行,地方,ラベンダーファーム,日高,エスポワールシチー,エンジェルリボン,トーセンジョーダン
202608220102010912,クローバ,14:35,２歳,芝,1500,7,12,[地], エイシンウルトラン,牡,2,宮内勇樹, 55 ,5,91.18,13,33.2,9, 1.16,44.7,,,,,130.3,ｵｰﾌﾟﾝ,9,11,N04,,2024105590,2,[地],村上正和,地方,水丸牧場,新ひだか,トランセンド,エイシンサンバレー,エイシンワシントン
202608220102010913,クローバ,14:35,２歳,芝,1500,8,13,, ウィエダンド,牝,2,横山和生, 55 ,1,90.04,2,76.5,2, 0.02, 1.4,,,,,11.5,ｵｰﾌﾟﾝ,9,11,N04,,2024106606,2,(栗),小栗実,栗東,ノーザンファーム,安平町,シルバーステート,ポロンナルワ,Rahy
202608220102010914,クローバ,14:35,２歳,芝,1500,8,14,, ダマスク,牡,2,丹内祐次, 55 ,2,90.57,9,57.6,6, 0.55,20.3,,,,,47.1,ｵｰﾌﾟﾝ,9,11,N04,,2024104113,2,(美),伊藤圭三,美浦,岡田スタツド,新ひだか町,サリオス,オーガンディー,フレンチデピュティ
202608220102011001,WASJ第１･2勝,15:10,３歳以上,芝,1200,1,1,, ベルビースタローン,牝,4,ヘルナン, 56 ,13,69.55,8,62.0,4, 0.90, 5.2,,,,,12.7,2勝,10,13,A03,,2022106389,4,(美),戸田博文,美浦,タニグチ牧場,新冠町,ストロングリターン,テイエムナデシコ,ゼンノロブロイ
202608220102011002,WASJ第１･2勝,15:10,３歳以上,芝,1200,2,2,,*ジーベック,牡,5,横山典弘, 58 ,26,69.93,13,35.1,12, 1.28,32.1,,,,,18.2,2勝,10,13,A03,,2021103242,4,(栗),矢作芳人,栗東,三嶋牧場,浦河町,"Gun Runner",ステラエージェント,"More Than Ready"
202608220102011003,WASJ第１･2勝,15:10,３歳以上,芝,1200,3,3,, ウチュウノセカイ,牡,3,吉村智洋, 56 ,6,69.40,4,49.9,8, 0.75,17.3,,,,,8.6,2勝,10,13,A03,,2023106665,4,(美),青木孝文,美浦,門別牧場,日高町,タワーオブロンドン,リッチクレマチス,ローレルゲレイロ
202608220102011004,WASJ第１･2勝,15:10,３歳以上,芝,1200,3,4,, メイショウミリオレ,牝,5,岩田望来, 56 ,20,69.89,12,49.3,9, 1.24,17.9,,,,,7.6,2勝,10,13,A03,,2021103278,4,(栗),藤岡健一,栗東,三嶋牧場,浦河町,ルーラーシップ,メイショウメイゲツ,ディープインパクト
202608220102011005,WASJ第１･2勝,15:10,３歳以上,芝,1200,4,5,, ビービーエフォート,牝,4,ロイド, 56 ,10,68.82,2,59.4,5, 0.17, 7.8,,,,,8.4,2勝,10,13,A03,,2022102421,4,(美),高柳瑞樹,美浦,坂東牧場,平取町,グレーターロンドン,ビービーラッハーン,シンボリクリスエス
202608220102011006,WASJ第１･2勝,15:10,３歳以上,芝,1200,4,6,, ジャガード,牡,8,松山弘平, 58 ,48,69.64,11,25.9,14, 0.99,41.3,,,,,37.7,2勝,10,13,A03,,2018103485,4,(美),和田雄二,美浦,岡田スタツド,新ひだか町,トーセンラー,オーガンディー,フレンチデピュティ
202608220102011007,WASJ第１･2勝,15:10,３歳以上,芝,1200,5,7,(外),$エクストラバック,牡,5,ヴェロン, 58 ,23,69.54,7,50.5,7, 0.89,16.7,,,,,17.6,2勝,10,13,A03,,2021110023,4,(栗),前川恭子,栗東,Godolphin,英,Iffraaj,"Extra Mile",Frankel
202608220102011008,WASJ第１･2勝,15:10,３歳以上,芝,1200,5,8,, ホウオウヘッセン,牡,3,川田将雅, 56 ,6,69.29,3,46.2,10, 0.64,21.0,,,,,33.4,2勝,10,13,A03,,2023102440,4,(美),田島俊明,美浦,岡田スタツド,新ひだか町,ウインブライト,ローゼンタール,ロージズインメイ
202608220102011009,WASJ第１･2勝,15:10,３歳以上,芝,1200,6,9,, アスミル,牡,3,武豊, 56 ,12,69.56,9,62.1,3, 0.91, 5.1,,,,,8.4,2勝,10,13,A03,,2023104960,4,(栗),本田優,栗東,中脇栄,浦河町,ダノンプレミアム,イゾラド,グラスワンダー
202608220102011010,WASJ第１･2勝,15:10,３歳以上,芝,1200,6,10,(地), ミキノバカラ,牡,4,横山武史, 58 ,22,69.57,10,67.2,1, 0.92,-0.4,,,,,4.7,2勝,10,13,A03,,2022102594,4,(栗),大橋勇樹,栗東,浦河育成牧場,浦河町,ジョーカプチーノ,ミキノモンテカルロ,シニスターミニスター
202608220102011011,WASJ第１･2勝,15:10,３歳以上,芝,1200,7,11,, ビーコング,牡,5,レーン, 58 ,31,68.65,1,41.7,11,-0.17,25.5,,,,,15.1,2勝,10,13,A03,,2021103595,4,(美),小手川準,美浦,岡田牧場,新ひだか町,タリスマニック,タマモペンライト,ブラックタイド
202608220102011012,WASJ第１･2勝,15:10,３歳以上,芝,1200,7,12,, ピースフルナイト,牝,6,ルメール, 56 ,32,70.04,14,30.9,13, 1.39,36.3,,,,,21.2,2勝,10,13,A03,,2020106821,4,(栗),畑端省吾,栗東,ビクトリーホースランチ,浦河町,ファインニードル,フロレンティナ,クロフネ
202608220102011013,WASJ第１･2勝,15:10,３歳以上,芝,1200,8,13,(外),$フードマン,牡,4,ナレドゥ, 58 ,16,69.44,6,66.8,2, 0.79, 0.4,,,,,7.3,2勝,10,13,A03,,2022110056,4,(栗),小栗実,栗東,"Pursuit of Success",米,Kingman,"Midnight Crossing","Dark Angel"
202608220102011014,WASJ第１･2勝,15:10,３歳以上,芝,1200,8,14,, ヴィヴァクラウン,牡,5,フーリー, 58 ,24,69.41,5,52.3,6, 0.76,14.9,,,,,16.7,2勝,10,13,A03,,2021101595,4,(美),杉浦宏昭,美浦,滝本健二,日高町,サトノクラウン,セトノフラッパー,タイキシャトル
202608220102011101,WASJ第２･3勝,15:45,３歳以上,芝,2000,1,1,, ウィープディライト,セ,5,武豊, 58 ,15,121.79,14,42.7,9, 1.47,29.9,,,,,10.5,3勝,11,13,A03,,2021105412,4,(栗),池添学,栗東,ノーザンファーム,安平町,ドゥラメンテ,ウィープノーモア,Mineshaft
202608220102011102,WASJ第２･3勝,15:45,３歳以上,芝,2000,2,2,(地), ヴァイザーバルコ,セ,6,ナレドゥ, 58 ,31,120.68,4,29.7,12, 0.36,42.9,,,,,25.1,3勝,11,13,A03,,2020106694,4,(美),水野貴広,美浦,ディアレストクラブ,浦河町,ゴールドシップ,カレイメモワール,アドマイヤムーン
202608220102011103,WASJ第２･3勝,15:45,３歳以上,芝,2000,3,3,, フクノブルーレイク,牡,4,松山弘平, 58 ,15,120.65,3,61.3,4, 0.33,11.3,,,,,4.5,3勝,11,13,A03,,2022101329,4,(美),竹内正洋,美浦,ケイズ,日高町,ウインブライト,ブルーエクセル,ロードカナロア
202608220102011104,WASJ第２･3勝,15:45,３歳以上,芝,2000,3,4,, スパークリシャール,セ,5,ロイド, 58 ,21,121.58,12,29.7,12, 1.26,42.9,,,,,56.9,3勝,11,13,A03,,2021105609,4,(美),小島茂之,美浦,ノーザンファーム,安平町,スワーヴリチャード,スパークオンアイス,シンボリクリスエス
202608220102011105,WASJ第２･3勝,15:45,３歳以上,芝,2000,4,5,, ワイドアラジン,牡,6,横山武史, 58 ,33,121.02,8,39.5,10, 0.70,33.1,,,,,33.5,3勝,11,13,A03,,2020104550,4,(栗),奥村豊,栗東,飛野牧場,新ひだか町,ダイワメジャー,トクラットリバー,ウォーエンブレム
202608220102011106,WASJ第２･3勝,15:45,３歳以上,芝,2000,4,6,, タイキラフター,牡,6,吉村智洋, 58 ,31,120.56,2,61.2,5, 0.24,11.4,,,,,33.7,3勝,11,13,A03,,2020106811,4,(美),大竹正博,美浦,ビクトリーホースランチ,浦河町,ハーツクライ,アッシュベリー,"Any Given Saturday"
202608220102011107,WASJ第２･3勝,15:45,３歳以上,芝,2000,5,7,, キャントウェイト,牡,5,横山典弘, 58 ,21,121.34,10,38.4,11, 1.02,34.2,,,,,7.2,3勝,11,13,A03,,2021102800,4,(美),萱野浩二,美浦,笹島智則,浦河町,ゴールドシップ,マイネランデブー,アグネスデジタル
202608220102011108,WASJ第２･3勝,15:45,３歳以上,芝,2000,5,8,, ピンクジン,牝,6,ヴェロン, 56 ,44,121.22,9,28.2,14, 0.90,44.4,,,,,16.4,3勝,11,13,A03,,2020106966,4,(美),室井潔,美浦,ミルファーム,浦河町,ダノンバラード,オーミチェリッシュ,キャプテンスティーヴ
202608220102011109,WASJ第２･3勝,15:45,３歳以上,芝,2000,6,9,, テーオーダグラス,牡,5,フーリー, 58 ,25,120.94,6,57.7,6, 0.62,14.9,,,,,13.2,3勝,11,13,A03,,2021102246,4,(栗),須貝尚介,栗東,ヤナガワ牧場,日高町,リアルスティール,ラブミーリル,ハービンジャー
202608220102011110,WASJ第２･3勝,15:45,３歳以上,芝,2000,6,10,, スピードリッチ,牡,5,ルメール, 58 ,23,120.32,1,69.1,2,-0.24, 3.5,,,,,6.1,3勝,11,13,A03,,2021105438,4,(栗),藤岡健一,栗東,ノーザンファーム,安平町,ドレフォン,エバーシャルマン,ハーツクライ
202608220102011111,WASJ第２･3勝,15:45,３歳以上,芝,2000,7,11,, チルカーノ,牝,5,ヘルナン, 56 ,16,121.54,11,45.5,8, 1.22,27.1,,,,,26.2,3勝,11,13,A03,,2021105384,4,(栗),高野友和,栗東,ノーザンファーム,安平町,ハービンジャー,アロマティコ,キングカメハメハ
202608220102011112,WASJ第２･3勝,15:45,３歳以上,芝,2000,7,12,, ウイントレメンデス,牡,5,岩田望来, 58 ,17,121.60,13,72.6,1, 1.28,-3.5,,,,,7.8,3勝,11,13,A03,,2021106193,4,(栗),長谷川浩,栗東,コスモヴューファーム,新冠町,ゴールドシップ,イクスキューズ,ボストンハーバー
202608220102011113,WASJ第２･3勝,15:45,３歳以上,芝,2000,8,13,, ディーガレジェンド,牡,5,レーン, 58 ,21,120.96,7,57.6,7, 0.64,15.0,,,,,22.2,3勝,11,13,A03,,2021105072,4,(栗),藤原英昭,栗東,社台ファーム,千歳市,モーリス,ジプシーハイウェイ,"High Chaparral"
202608220102011114,WASJ第２･3勝,15:45,３歳以上,芝,2000,8,14,, ショウナンサムデイ,牝,4,川田将雅, 56 ,14,120.74,5,66.2,3, 0.42, 6.4,,,,,5.7,3勝,11,13,A03,,2022105801,4,(美),奥村武,美浦,社台コーポレーション白老ファーム,白老町,サートゥルナーリア,ショウナンパンドラ,ディープインパクト
202608220102011201,ニセコ特･1勝,16:20,３歳以上,ダ,1700,1,1,, ゴールドブレイズ,牡,3,横山武史, 55 ,5,106.64,4,57.8,5, 0.43,10.7,,,,,14.4,1勝,12,13,003,,2023103061,4,(美),浅利英明,美浦,畠山牧場,新ひだか町,ゴールドドリーム,エンカンタドーラ,ロードカナロア
202608220102011202,ニセコ特･1勝,16:20,３歳以上,ダ,1700,2,2,, ココデイック,牡,4,ロイド, 58 ,13,106.48,3,59.6,4, 0.27, 8.9,,,,,17.4,1勝,12,13,003,,2022100912,4,(栗),藤岡健一,栗東,前田ファーム,新ひだか町,ゴールドドリーム,ルイーズ,ロージズインメイ
202608220102011203,ニセコ特･1勝,16:20,３歳以上,ダ,1700,3,3,, メイショウコシュウ,牡,3,武豊, 55 ,6,106.40,2,68.5,1, 0.19,-2.9,,,,,10.7,1勝,12,13,003,,2023105032,4,(栗),松永幹夫,栗東,三嶋牧場,浦河町,ナダル,メイショウササユリ,スズカマンボ
202608220102011204,ニセコ特･1勝,16:20,３歳以上,ダ,1700,4,4,, サマーナイト,牡,4,レーン, 58 ,17,106.21,1,65.6,2,-0.19, 2.9,,,,,1.6,1勝,12,13,003,,2022104729,4,(栗),寺島良,栗東,ノーザンファーム,安平町,ルーラーシップ,ガールオンファイア,アグネスタキオン
202608220102011205,ニセコ特･1勝,16:20,３歳以上,ダ,1700,5,5,, ジュジュドール,牝,3,吉村智洋, 53 ,8,109.22,11,35.3,10, 3.01,33.2,,,,,100.1,1勝,12,13,003,,2023106912,4,(栗),西園翔太,栗東,ノーザンファーム,安平町,レイデオロ,エクシードリミッツ,"Exceed And Excel"
202608220102011206,ニセコ特･1勝,16:20,３歳以上,ダ,1700,6,6,, ブリオメンテ,牡,5,岩田望来, 58 ,12,107.97,8,35.8,9, 1.76,32.7,,,,,30.7,1勝,12,13,003,,2021100303,4,(栗),千田輝彦,栗東,中田英樹,新ひだか町,ドゥラメンテ,フィールグリュック,ストラヴィンスキー
202608220102011207,ニセコ特･1勝,16:20,３歳以上,ダ,1700,6,7,, ロードスカイブルー,牡,4,落合玄太, 58 ,15,107.24,7,43.2,7, 1.03,25.3,,,,,42.7,1勝,12,13,003,,2022100557,4,(美),和田勇介,美浦,加野牧場,新ひだか町,ウインブライト,ブーケドロゼブルー,ロージズインメイ
202608220102011208,ニセコ特･1勝,16:20,３歳以上,ダ,1700,7,8,, ポンピエ,牡,5,鮫島克駿, 58 ,25,106.85,6,57.7,6, 0.64,10.8,,,,,12.3,1勝,12,13,003,,2021104945,4,(栗),井上智史,栗東,社台ファーム,千歳市,レッドファルクス,アルティメイトラブ,シンボリクリスエス
202608220102011209,ニセコ特･1勝,16:20,３歳以上,ダ,1700,7,9,(地), マロンカラノテガミ,牝,4,丹内祐次, 56 ,13,108.02,9,35.9,8, 1.81,32.6,,,,,70.8,1勝,12,13,003,,2022101005,4,(美),清水英克,美浦,山野牧場,新ひだか町,ガルボ,ブセナ,マイネルセレクト
202608220102011210,ニセコ特･1勝,16:20,３歳以上,ダ,1700,8,10,, グルーヴィーオン,牝,4,原田和真, 56 ,14,108.88,10,25.1,11, 2.67,43.4,,,,,103.7,1勝,12,13,003,,2022101938,4,(美),小手川準,美浦,広富牧場,日高町,ダノンレジェンド,ピンクスター,タートルボウル
202608220102011211,ニセコ特･1勝,16:20,３歳以上,ダ,1700,8,11,, ロングミックス,牡,3,横山典弘, 55 ,3,106.81,5,65.1,3, 0.60, 3.4,,,,,3.8,1勝,12,13,003,,2023103451,4,(美),村田一誠,美浦,社台ファーム,千歳市,ベンバトル,ステレオグラム,ローエングリン
202608220403010101,未勝利*,09:40,２歳,芝,1800,1,1,, スクリプトール,牡,2,石川裕紀, 55 ,2,109.11,2,70.0,2, 0.17, 4.0,,,,,6.4,未勝利,1,11,003,,2024106239,3,(美),手塚貴久,美浦,ノーザンファーム,安平町,ミッキーアイル,エレクトラム,"High Chaparral"
202608220403010102,未勝利*,09:40,２歳,芝,1800,2,2,, アニエーネ,牝,2,柴田大知, 55 ,1,109.28,3,60.7,3, 0.34,13.3,,,,,6.5,未勝利,1,11,003,,2024103586,3,(美),和田勇介,美浦,ビッグレッドファーム,新冠町,ベンバトル,クアルティエーレ,ネオユニヴァース
202608220403010103,未勝利*,09:40,２歳,芝,1800,3,3,, ブルーグラビティ,牝,2,石橋脩, 55 ,1,109.61,4,51.8,4, 0.67,22.2,,,,,10.2,未勝利,1,11,003,,2024101330,3,(美),大和田成,美浦,川向高橋育成牧場,平取町,キセキ,ロゼットブルー,ハービンジャー
202608220403010104,未勝利*,09:40,２歳,芝,1800,4,4,, アラータス,牡,2,丸田恭介, 55 ,1,109.98,6,36.5,6, 1.04,37.5,,,,,10.5,未勝利,1,11,003,,2024106894,3,(美),秋本大介,美浦,追分ファーム,安平町,サートゥルナーリア,ゴールディーエスポニー,Vespone
202608220403010105,未勝利*,09:40,２歳,芝,1800,5,5,, コスモイェーガー,牡,2,菊沢一樹, 55 ,1,108.94,1,74.0,1,-0.17,-4.0,,,,,1.7,未勝利,1,11,003,,2024103568,3,(美),武市康男,美浦,ビッグレッドファーム,新冠町,ゴールドシップ,アイノア,Blame
202608220403010106,未勝利*,09:40,２歳,芝,1800,6,6,, ハチキンキリシマ,牝,2,佐藤翔馬,52▲,1,110.69,7,19.2,7, 1.75,54.8,,,,,70.2,未勝利,1,11,003,,2024103969,3,(美),蛯名利弘,美浦,八島夕起子,新冠町,アメリカンペイトリオット,サンデースクール,ハービンジャー
202608220403010107,未勝利*,09:40,２歳,芝,1800,7,7,, エボニーウイング,牡,2,坂井瑠星, 55 ,1,109.77,5,37.4,5, 0.83,36.6,,,,,6.3,未勝利,1,11,003,,2024106185,3,(栗),井上智史,栗東,ノーザンファーム,安平町,ミッキーアイル,ウイングステルス,"Hawk Wing"
202608220403010201,未勝利*,10:10,２歳,ダ,1800,1,1,, ランドジャイアンツ,牡,2,大野拓弥, 55 ,2,116.50,2,61.4,3, 0.67,22.1,,,,,13.3,未勝利,2,11,A03,,2024101058,3,(美),本間忍,美浦,細川牧場,日高町,ヘンリーバローズ,エメルヴェイエ,ルーラーシップ
202608220403010202,未勝利*,10:10,２歳,ダ,1800,2,2,, マイネルクロカータ,牡,2,菊沢一樹, 55 ,1,118.42,11,23.6,11, 2.59,59.9,,,,,46.1,未勝利,2,11,A03,,2024101646,3,(美),萱野浩二,美浦,金石牧場,浦河町,ウインブライト,マイネオレンジ,ロージズインメイ
