レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード,着,血統登録番号,重量C,所属,調教師,所属,生産者,産地,種牡馬,母名,母父名
202608220403010203,未勝利*,10:10,２歳,ダ,1800,3,3,, ナムラダックス,牡,2,杉原誠人, 55 ,1,117.90,9,34.4,9, 2.07,49.1,,,,,60.2,未勝利,2,11,A03,,2024101876,3,(美),石栗龍彦,美浦,谷川牧場,浦河町,チュウワウィザード,ナムラビーム,スウェプトオーヴァーボード
202608220403010204,未勝利*,10:10,２歳,ダ,1800,4,4,(外),$モノホンプレイヤー,牡,2,丸山元気, 55 ,1,116.84,7,55.8,7, 1.01,27.7,,,,,12.3,未勝利,2,11,A03,,2024108323,3,(栗),森秀行,栗東,"Hill 'N' Dale Farm & Mario Serrani",加,Violence,"Ellan Vannin","Spring At Last"
202608220403010205,未勝利*,10:10,２歳,ダ,1800,5,5,, オーケーエース,牡,2,石川裕紀, 55 ,1,116.67,5,70.5,2, 0.84,13.0,,,,,4.4,未勝利,2,11,A03,,2024102821,3,(美),相沢郁,美浦,三好牧場,浦河町,ホットロッドチャーリー,セラファン,ベーカバド
202608220403010206,未勝利*,10:10,２歳,ダ,1800,5,6,, ニシノツムジカゼ,牡,2,野中悠太, 55 ,1,117.42,8,53.3,8, 1.59,30.2,,,,,8.2,未勝利,2,11,A03,,2024102617,3,(美),西田雄一,美浦,鮫川啓一,浦河町,マジェスティックウォリアー,アースラブーム,マンハッタンカフェ
202608220403010207,未勝利*,10:10,２歳,ダ,1800,6,7,, サクセスボーイ,牡,2,佐藤翔馬,52▲,1,118.65,12,20.1,12, 2.82,63.4,,,,,49.6,未勝利,2,11,A03,,2024101195,3,(美),相沢郁,美浦,門別山際牧場,日高町,アルアイン,サドキンザン,オルフェーヴル
202608220403010208,未勝利*,10:10,２歳,ダ,1800,6,8,, セイルトゥグローリ,牡,2,田辺裕信, 55 ,1,116.77,6,58.6,4, 0.94,24.9,,,,,4.5,未勝利,2,11,A03,,2024107327,3,(美),中舘英二,美浦,パカパカファーム,新冠町,エフフォーリア,セイリングホーム,Shamardal
202608220403010209,未勝利*,10:10,２歳,ダ,1800,7,9,, ライングラウス,牡,2,武藤雅, 55 ,1,118.15,10,25.2,10, 2.32,58.3,,,,,40.1,未勝利,2,11,A03,,2024104199,3,(美),水野貴広,美浦,岡田牧場,新ひだか町,シニスターミニスター,アートオブビーン,アグネスデジタル
202608220403010210,未勝利*,10:10,２歳,ダ,1800,7,10,, ユイノリュウギ,牡,2,木幡初也, 55 ,1,115.83,1,83.5,1,-0.67,-13.0,,,,,3.3,未勝利,2,11,A03,,2024100431,3,(美),竹内正洋,美浦,下河辺牧場,日高町,クリソベリル,ゴーインピース,シニスターミニスター
202608220403010211,未勝利*,10:10,２歳,ダ,1800,8,11,, ベルグラース,牝,2,三浦皇成, 55 ,1,116.54,3,56.3,6, 0.71,27.2,,,,,9.1,未勝利,2,11,A03,,2024106591,3,(美),浅利英明,美浦,ノーザンファーム,安平町,マインドユアビスケッツ,ベルディーヴァ,ダイワメジャー
202608220403010212,未勝利*,10:10,２歳,ダ,1800,8,12,, ポッドレーヴ,牡,2,石田拓郎,53△,1,116.58,4,56.6,5, 0.75,26.9,,,,,28.6,未勝利,2,11,A03,,2024101358,3,(美),平岩大典,美浦,清水牧場,平取町,ルヴァンスレーヴ,ポッドクヒオ,キングカメハメハ
202608220403010301,新馬,10:40,２歳,芝,1600,1,1,, テンソンコウリン,牡,2,坂井瑠星, 55 ,0,94.02,1,67.9,1,-0.07,-6.8,,,,,5.1,新馬,3,11,A03,,2024106464,3,(美),上原佑紀,美浦,ノーザンファーム,安平町,アルアイン,テルアケリー,Tapit
202608220403010302,新馬,10:40,２歳,芝,1600,2,2,, ベアヒロシデス,牡,2,斎藤新, 55 ,0,94.30,9,59.2,3, 0.28, 8.7,,,,,12.6,新馬,3,11,A03,,2024104466,3,(美),杉浦宏昭,美浦,静内白井牧場,新ひだか町,デクラレーションオブウォー,ミヤビキラメキ,ハーツクライ
202608220403010303,新馬,10:40,２歳,芝,1600,3,3,, マイセイバー,牡,2,嶋田純次, 55 ,0,94.26,7,44.5,8, 0.24,23.4,,,,,47.4,新馬,3,11,A03,,2024102834,3,(美),高橋文雅,美浦,ミルファーム,浦河町,ダノンバラード,コウギョウマシェリ,アサクサデンエン
202608220403010304,新馬,10:40,２歳,芝,1600,4,4,, アラベスクテソーロ,牝,2,富田暁, 55 ,0,94.36,12,42.7,11, 0.34,25.2,,,,,24.6,新馬,3,11,A03,,2024101295,3,(美),牧光二,美浦,リョーケンファーム,日高町,オルフェーヴル,ロマンテソーロ,ヴィクトワールピサ
202608220403010305,新馬,10:40,２歳,芝,1600,4,5,, トーセンシントラ,牡,2,三浦皇成, 55 ,0,94.33,11,52.5,6, 0.31,15.4,,,,,15.0,新馬,3,11,A03,,2024104757,3,(美),中舘英二,美浦,飛野牧場,新ひだか町,ハイランドリール,ヘルメット,タイキシャトル
202608220403010306,新馬,10:40,２歳,芝,1600,5,6,, サンアンドスターズ,牝,2,菊沢一樹, 55 ,0,94.15,3,54.9,5, 0.13,13.0,,,,,32.8,新馬,3,11,A03,,2024103262,3,(美),畠山吉宏,美浦,対馬正,新冠町,モーニン,キラステラ,ハービンジャー
202608220403010307,新馬,10:40,２歳,芝,1600,5,7,, タッカーヴィーナス,牝,2,津村明秀, 55 ,0,94.09,2,61.1,2, 0.07, 6.8,,,,,12.4,新馬,3,11,A03,,2024102669,3,(美),鈴木伸尋,美浦,大北牧場,浦河町,サリオス,ルタンブル,エイシンフラッシュ
202608220403010308,新馬,10:40,２歳,芝,1600,6,8,, セイウンウィルド,牡,2,大野拓弥, 55 ,0,94.19,5,42.4,12, 0.17,25.5,,,,,9.9,新馬,3,11,A03,,2024103879,3,(美),松山将樹,美浦,ムラカミファーム,新冠町,サリオス,ウルザブルン,エピファネイア
202608220403010309,新馬,10:40,２歳,芝,1600,6,9,, エーアイラピド,牡,2,石川裕紀, 55 ,0,94.29,8,44.6,7, 0.27,23.3,,,,,27.9,新馬,3,11,A03,,2024107140,3,(美),手塚貴徳,美浦,ヤマイチ牧場,むかわ町,リアルスティール,マイルストーン,タイキシャトル
202608220403010310,新馬,10:40,２歳,芝,1600,7,10,, タッケンエリカ,牝,2,石田拓郎,53△,0,94.38,13,36.9,13, 0.36,31.0,,,,,63.5,新馬,3,11,A03,,2024104699,3,(美),新開幸一,美浦,千代田牧場,新ひだか町,チュウワウィザード,ナナカマドカ,カネヒキリ
202608220403010311,新馬,10:40,２歳,芝,1600,7,11,, ジップスパーク,牡,2,田辺裕信, 55 ,0,94.16,4,56.0,4, 0.14,11.9,,,,,2.0,新馬,3,11,A03,,2024105893,3,(美),中舘英二,美浦,社台ファーム,千歳市,オルフェーヴル,ジペッサ,"City Zip"
202608220403010312,新馬,10:40,２歳,芝,1600,8,12,, ミツカネリゲル,牡,2,石橋脩, 55 ,0,94.25,6,43.9,9, 0.23,24.0,,,,,11.2,新馬,3,11,A03,,2024109029,3,(美),小野次郎,美浦,風ノ丘ファーム,青森県,サトノジェネシス,ハワイアンスマイル,キングカメハメハ
202608220403010313,新馬,10:40,２歳,芝,1600,8,13,, アイファーマーリン,牡,2,藤懸貴志, 55 ,0,94.32,10,42.9,10, 0.30,25.0,,,,,75.8,新馬,3,11,A03,,2024105215,3,(美),蛯名利弘,美浦,加野牧場,新ひだか町,サンライズノヴァ,ヴィオローネ,ルーラーシップ
202608220403010401,未勝利・牝,11:10,３歳,ダ,1800,1,1,, ジャストビコーズ,牝,3,富田暁, 55 ,9,116.61,9,63.8,3, 0.87,14.8,,,,,11.5,未勝利,4,12,023,,2023104065,3,(美),武井亮,美浦,小泉牧場,新冠町,インディチャンプ,イナズマアマリリス,スエヒロコマンダー
202608220403010402,未勝利・牝,11:10,３歳,ダ,1800,2,2,, ルシアージュ,牝,3,三浦皇成, 55 ,6,116.06,4,62.4,5, 0.32,16.2,,,,,11.9,未勝利,4,12,023,,2023106795,3,(美),高柳瑞樹,美浦,社台コーポレーション白老ファーム,白老町,コントレイル,アーデルワイゼ,エイシンフラッシュ
202608220403010403,未勝利・牝,11:10,３歳,ダ,1800,2,3,, プロミスライン,牝,3,石神深道,53△,5,115.86,2,63.5,4, 0.12,15.1,,,,,8.7,未勝利,4,12,023,,2023104884,3,(美),森一誠,美浦,酒井牧場,浦河町,キズナ,スマッシュハート,キングカメハメハ
202608220403010404,未勝利・牝,11:10,３歳,ダ,1800,3,4,, カルダモン,牝,3,原優介, 55 ,6,116.38,7,48.6,9, 0.64,30.0,,,,,11.6,未勝利,4,12,023,,2023107051,3,(美),黒岩陽一,美浦,ノーザンファーム,安平町,キズナ,シークレットスパイス,"Discreet Cat"
202608220403010405,未勝利・牝,11:10,３歳,ダ,1800,3,5,, レディホークダイヤ,牝,3,岩田康誠, 55 ,4,117.14,13,26.4,13, 1.40,52.2,,,,,17.2,未勝利,4,12,023,,2023107349,3,(美),田中剛,美浦,ノーザンファーム,安平町,サトノダイヤモンド,レディホークフィールド,"Hawk Wing"
202608220403010406,未勝利・牝,11:10,３歳,ダ,1800,4,6,, ビューティドリーム,牝,3,上里直汰,52▲,1,117.10,12,23.8,14, 1.36,54.8,,,,,85.2,未勝利,4,12,023,,2023104585,3,(美),清水英克,美浦,マリオステーブル,新冠町,ゴールドドリーム,ビューティサン,フジキセキ
202608220403010407,未勝利・牝,11:10,３歳,ダ,1800,4,7,, ラショナルポイント,牝,3,斎藤新, 55 ,5,115.74,1,78.6,1,-0.12,-8.0,,,,,2.4,未勝利,4,12,023,,2023105268,3,(美),古賀大生,美浦,ノーザンファーム,安平町,ダノンキングリー,ウィラビーオーサム,"Awesome Gambler"
202608220403010408,未勝利・牝,11:10,３歳,ダ,1800,5,8,, フィクセルリリア,牝,3,吉田豊, 55 ,4,116.92,11,53.2,8, 1.18,25.4,,,,,10.7,未勝利,4,12,023,,2023103045,3,(美),平岩大典,美浦,野坂牧場,新ひだか町,モズアスコット,クイックモーション,ディープインパクト
202608220403010409,未勝利・牝,11:10,３歳,ダ,1800,5,9,, ブルージンジャー,牝,3,津村明秀, 55 ,3,115.91,3,70.6,2, 0.17, 8.0,,,,,9.5,未勝利,4,12,023,,2023107200,3,(美),矢嶋大樹,美浦,ノーザンファーム,安平町,ミスターメロディ,ブルーメンブラット,アドマイヤベガ
202608220403010410,未勝利・牝,11:10,３歳,ダ,1800,6,10,, ペールデュクラン,牝,3,菊沢一樹, 55 ,2,116.30,5,59.6,7, 0.56,19.0,,,,,12.0,未勝利,4,12,023,,2023103469,3,(美),菊沢隆徳,美浦,社台ファーム,千歳市,キズナ,ダイワレジェンド,キングカメハメハ
202608220403010411,未勝利・牝,11:10,３歳,ダ,1800,6,11,, ソフィアプルーマ,牝,3,佐藤翔馬,52▲,7,116.45,8,41.8,10, 0.71,36.8,,,,,69.7,未勝利,4,12,023,,2023105655,3,(美),上原博之,美浦,橋本牧場,安平町,ルヴァンスレーヴ,レイナプルーマ,エンパイアメーカー
202608220403010412,未勝利・牝,11:10,３歳,ダ,1800,7,12,, ドナディクオーレ,牝,3,丸山元気, 55 ,3,116.90,10,35.6,12, 1.16,43.0,,,,,28.5,未勝利,4,12,023,,2023107136,3,(美),上原佑紀,美浦,ノーザンファーム,安平町,ブリックスアンドモルタル,ドナアトラエンテ,ディープインパクト
202608220403010413,未勝利・牝,11:10,３歳,ダ,1800,7,13,, ハニーアンバー,牝,3,石橋脩, 55 ,4,117.89,15,22.2,15, 2.15,56.4,,,,,71.9,未勝利,4,12,023,,2023109163,3,(美),小野次郎,美浦,夢大地グリーンバレー,熊本県,ビッグアーサー,サクラコ,メジロベイリー
202608220403010414,未勝利・牝,11:10,３歳,ダ,1800,8,14,, カノープス,牝,3,石田拓郎,53△,3,117.46,14,37.5,11, 1.72,41.1,,,,,43.4,未勝利,4,12,023,,2023104855,3,(美),辻哲英,美浦,杵臼牧場,浦河町,ルーラーシップ,アリデッド,ダンスインザダーク
202608220403010415,未勝利・牝,11:10,３歳,ダ,1800,8,15,, バーヴァンシー,牝,3,永島まな,53◇,12,116.34,6,61.8,6, 0.60,16.8,,,,,25.1,未勝利,4,12,023,,2023104394,3,(美),村田一誠,美浦,ノースヒルズ,新冠町,リオンリオン,スイートメドゥーサ,アグネスタキオン
202608220403010501,未勝利,11:40,３歳,芝,1600,1,1,, リリーサー,牝,3,原優介, 55 ,1,93.10,8,51.1,10, 0.17,24.3,,,,,8.6,未勝利,5,12,A03,,2023103711,3,(美),鈴木慎太,美浦,追分ファーム,安平町,サートゥルナーリア,ハイリリー,アグネスタキオン
202608220403010502,未勝利,11:40,３歳,芝,1600,1,2,(外),$レーヌシェーヌ,牝,3,柴田大知, 55 ,3,93.35,15,27.6,16, 0.42,47.8,,,,,115.1,未勝利,5,12,A03,,2023110057,3,(美),畠山吉宏,美浦,"Mks Bloodstock",英,Kameko,"Missy O' Gwaun","King's Best"
202608220403010503,未勝利,11:40,３歳,芝,1600,2,3,, ココナッツコースト,牝,3,津村明秀, 55 ,2,93.14,12,75.4,1, 0.21,-4.9,,,,,5.9,未勝利,5,12,A03,,2023103366,3,(美),木村哲也,美浦,社台ファーム,千歳市,モーリス,カウアイレーン,キングカメハメハ
202608220403010504,未勝利,11:40,３歳,芝,1600,2,4,, トレフォイルノット,牡,3,杉原誠人, 57 ,2,93.28,14,25.6,17, 0.35,49.8,,,,,27.3,未勝利,5,12,A03,,2023107130,3,(美),西田雄一,美浦,ノーザンファーム,安平町,ミッキーアイル,トリフォリウム,ドゥラメンテ
202608220403010505,未勝利,11:40,３歳,芝,1600,3,5,, アージェンタイド,牡,3,江田照男, 57 ,4,93.46,16,19.2,18, 0.53,56.2,,,,,26.0,未勝利,5,12,A03,,2023102411,3,(美),秋本大介,美浦,岡田スタツド,新ひだか町,ブラックタイド,ブランメジェール,Hansen
202608220403010506,未勝利,11:40,３歳,芝,1600,3,6,, セシルブリュネ,牝,3,斎藤新, 55 ,4,93.11,9,58.0,7, 0.18,17.4,,,,,30.5,未勝利,5,12,A03,,2023106841,3,(美),栗田徹,美浦,ノーザンファーム,安平町,サートゥルナーリア,アドマイヤリード,ステイゴールド
202608220403010507,未勝利,11:40,３歳,芝,1600,4,7,, サイモンナイスラン,牡,3,石橋脩, 57 ,5,92.98,3,57.9,8, 0.05,17.5,,,,,28.1,未勝利,5,12,A03,,2023105197,3,(美),勢司和浩,美浦,藤春修二,浦河町,アメリカンペイトリオット,レッドルシアン,ゼンノロブロイ
202608220403010508,未勝利,11:40,３歳,芝,1600,4,8,, ダノンケリー,牝,3,三浦皇成, 55 ,3,93.12,10,40.5,13, 0.19,34.9,,,,,20.5,未勝利,5,12,A03,,2023107100,3,(美),尾関知人,美浦,ノーザンファーム,安平町,サートゥルナーリア,ダノングレース,ディープインパクト
202608220403010509,未勝利,11:40,３歳,芝,1600,5,9,, ワインダークシー,牡,3,田辺裕信, 57 ,4,92.94,2,70.5,2, 0.01, 4.9,,,,,4.7,未勝利,5,12,A03,,2023106376,3,(美),中舘英二,美浦,木村秀則,新ひだか町,ハービンジャー,クエストフォーラヴ,キズナ
202608220403010510,未勝利,11:40,３歳,芝,1600,5,10,, エヴィーヴァ,牝,3,武藤雅, 55 ,3,93.13,11,59.7,5, 0.20,15.7,,,,,14.7,未勝利,5,12,A03,,2023106997,3,(美),鹿戸雄一,美浦,ノーザンファーム,安平町,エピファネイア,ケイティーズハート,ハーツクライ
202608220403010511,未勝利,11:40,３歳,芝,1600,6,11,, ヘクトルテソーロ,牡,3,藤懸貴志, 57 ,3,93.08,7,50.8,11, 0.15,24.6,,,,,14.0,未勝利,5,12,A03,,2023106757,3,(美),畠山吉宏,美浦,リョーケンファーム,日高町,シルバーステート,ロマンテソーロ,ヴィクトワールピサ
202608220403010512,未勝利,11:40,３歳,芝,1600,6,12,, ローレルクラウン,牡,3,小崎綾也, 57 ,6,93.03,5,56.1,9, 0.10,19.3,,,,,26.7,未勝利,5,12,A03,,2023105723,3,(美),松尾卓哉,美浦,木村牧場,日高町,ミッキーアイル,リボンティアラ,アドマイヤムーン
202608220403010513,未勝利,11:40,３歳,芝,1600,7,13,, バトルモクオ,牡,3,岩田康誠, 57 ,5,92.93,1,61.2,4,-0.01,14.2,,,,,21.3,未勝利,5,12,A03,,2023100800,3,(美),戸田博文,美浦,クラウン日高牧場,日高町,ベンバトル,クラウンロゼ,ロサード
202608220403010514,未勝利,11:40,３歳,芝,1600,7,14,, エーデルハイ,牝,3,富田暁, 55 ,7,93.50,17,33.5,15, 0.57,41.9,,,,,210.4,未勝利,5,12,A03,,2023103047,3,(美),天間昭一,美浦,野坂牧場,新ひだか町,シャンハイボビー,ナムラジュエル,マーベラスサンデー
202608220403010515,未勝利,11:40,３歳,芝,1600,7,15,, ブロークンハート,牝,3,菊沢一樹, 55 ,4,94.56,18,50.3,12, 1.63,25.1,,,,,25.2,未勝利,5,12,A03,,2023101149,3,(美),菊沢隆徳,美浦,ダーレー・ジャパン・ファーム,日高町,ダノンスマッシュ,ハートウォーミング,ハーツクライ
202608220403010516,未勝利,11:40,３歳,芝,1600,8,16,, ブルームコード,牝,3,坂井瑠星, 55 ,2,93.06,6,68.1,3, 0.13, 7.3,,,,,5.5,未勝利,5,12,A03,,2023102378,3,(美),小島茂之,美浦,岡田スタツド,新ひだか町,イスラボニータ,シルヴァーコード,スウェプトオーヴァーボード
202608220403010517,未勝利,11:40,３歳,芝,1600,8,17,, アエログラム,牡,3,永島まな,55◇,2,93.26,13,34.9,14, 0.33,40.5,,,,,38.3,未勝利,5,12,A03,,2023106826,3,(美),菊沢隆徳,美浦,ノーザンファーム,安平町,シルバーステート,アエロリット,クロフネ
202608220403010518,未勝利,11:40,３歳,芝,1600,8,18,, ハニージョー,牡,3,石川裕紀, 57 ,4,93.01,4,58.7,6, 0.08,16.7,,,,,12.2,未勝利,5,12,A03,,2023107238,3,(美),矢嶋大樹,美浦,ノーザンファーム,安平町,コントレイル,マニーズオンシャーロット,"Mizzen Mast"
202608220403010601,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,1,1,, ミッキーソルジャー,牡,4,菊沢一樹, 56 ,4,94.05,14,27.3,18, 1.12,48.0,,,,,4.0,3勝,6,13,A03,,2022105520,1,(美),菊沢隆徳,美浦,社台ファーム,千歳市,エピファネイア,マダムダンスアロット,"Sir Prancealot"
202608220403010602,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,1,2,, コートアリシアン,牝,4,田辺裕信, 55 ,14,92.93,1,68.8,2,-0.09, 6.5,,,,,4.0,3勝,6,13,A03,,2022105326,1,(美),伊藤大士,美浦,社台ファーム,千歳市,サートゥルナーリア,コートシャルマン,ハーツクライ
202608220403010603,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,2,3,, ジェットマグナム,牡,4,大野拓弥, 54 ,15,93.64,9,45.2,12, 0.71,30.1,,,,,62.2,3勝,6,13,A03,,2022100084,1,(栗),安達昭夫,栗東,カケハムポニークラブ,浦河町,ヘンリーバローズ,ビビットオレンジ,ルーラーシップ
202608220403010604,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,2,4,, マトラコーニッシュ,牝,4,原優介, 53 ,12,93.36,4,56.2,7, 0.43,19.1,,,,,20.7,3勝,6,13,A03,,2022102500,1,(栗),池添学,栗東,猿倉牧場,様似町,サートゥルナーリア,エアマスカット,ジャングルポケット
202608220403010605,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,3,5,, ウィステリアリヴァ,牡,6,石橋脩, 55 ,20,94.39,18,29.7,17, 1.46,45.6,,,,,29.2,3勝,6,13,A03,,2020104708,1,(美),小野次郎,美浦,藤川フアーム,新ひだか町,ロゴタイプ,クルールヴィオラ,プリサイスエンド
202608220403010606,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,3,6,, ガルダイア,セ,4,杉原誠人, 55 ,8,94.09,16,31.0,16, 1.16,44.3,,,,,41.5,3勝,6,13,A03,,2022104596,1,(美),浅利英明,美浦,ノーザンファーム,安平町,エピファネイア,アステリックス,ネオユニヴァース
202608220403010607,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,4,7,, コスモサガルマータ,セ,6,三浦皇成, 55 ,22,93.76,12,41.3,15, 0.83,34.0,,,,,11.7,3勝,6,13,A03,,2020103881,1,(美),嘉藤貴行,美浦,岡田スタツド,新ひだか町,ヴィクトワールピサ,エーソングフォー,"More Than Ready"
202608220403010608,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,4,8,(外),$ラージギャラリー,牝,4,丸山元気, 53 ,12,94.13,17,49.6,8, 1.20,25.7,,,,,26.9,3勝,6,13,A03,,2022110066,1,(栗),高橋亮,栗東,"North Hills Co. Limited",米,"American Pharoah","Scarlet Color","Victoire Pisa"
202608220403010609,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,5,9,,*レディーミコノス,牝,4,坂井瑠星, 53 ,10,93.43,5,60.0,5, 0.50,15.3,,,,,19.8,3勝,6,13,A03,,2022105475,1,(栗),寺島良,栗東,社台ファーム,千歳市,"Le Havre",フルオブビューティー,Motivator
202608220403010610,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,5,10,, ジャサルディア,牝,4,津村明秀, 55 ,8,93.02,2,75.3,1, 0.09,-6.5,,,,,6.0,3勝,6,13,A03,,2022105070,1,(美),辻哲英,美浦,ノーザンファーム,安平町,キズナ,ミスエルテ,Frankel
202608220403010611,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,6,11,, テウメッサ,牝,5,武藤雅, 53 ,17,93.53,7,49.4,9, 0.60,25.9,,,,,37.5,3勝,6,13,A03,,2021105757,1,(美),金成貴史,美浦,ノーザンファーム,安平町,ハービンジャー,プロクリス,キングカメハメハ
202608220403010612,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,6,12,, ケーブパール,牝,5,富田暁, 54 ,16,93.23,3,59.3,6, 0.30,16.0,,,,,13.8,3勝,6,13,A03,,2021105161,1,(栗),友道康夫,栗東,社台ファーム,千歳市,ブリックスアンドモルタル,ハナレイムーン,ディープインパクト
202608220403010613,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,7,13,, ショーマンフリート,牡,5,嶋田純次, 53 ,14,94.06,15,45.5,11, 1.13,29.8,,,,,155.6,3勝,6,13,A03,,2021105601,1,(美),手塚貴久,美浦,ノーザンファーム,安平町,スワーヴリチャード,スカイフ,Siyouni
202608220403010614,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,7,14,, グラニット,牡,6,江田照男, 55 ,31,93.66,10,41.6,14, 0.73,33.7,,,,,47.6,3勝,6,13,A03,,2020100810,1,(美),大和田成,美浦,猿橋義昭,浦河町,ダノンバラード,インティワタナ,フサイチコンコルド
202608220403010615,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,7,15,, ホウオウムサシ,牡,6,酒井学, 55 ,21,93.88,13,48.0,10, 0.95,27.3,,,,,45.0,3勝,6,13,A03,,2020103947,1,(美),蛯名正義,美浦,岡田スタツド,新ひだか町,ドゥラメンテ,メリッサ,ホワイトマズル
202608220403010616,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,8,16,, マルチャン,牡,6,丸田恭介, 53 ,26,93.74,11,45.2,12, 0.81,30.1,,,,,29.1,3勝,6,13,A03,,2020103066,1,(美),武市康男,美浦,社台ファーム,千歳市,ラブリーデイ,ミオリチャン,スウェプトオーヴァーボード
202608220403010617,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,8,17,, サトノヴィレ,セ,6,斎藤新, 56 ,27,93.44,6,63.8,3, 0.51,11.5,,,,,35.2,3勝,6,13,A03,,2020104753,1,(美),鹿戸雄一,美浦,フジワラフアーム,新ひだか町,デクラレーションオブウォー,ダイワジェラート,フジキセキ
202608220403010618,長岡ＳＨ･3勝,14:50,３歳以上,芝,1600,8,18,, マイエレメント,牝,4,石川裕紀, 52 ,11,93.59,8,61.9,4, 0.66,13.4,,,,,11.2,3勝,6,13,A03,,2022101197,1,(栗),福永祐一,栗東,オリオンファーム,日高町,エピファネイア,ソートアフター,ディープインパクト
202608220403010701,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,1,1,, ララマセラシオン,牡,5,藤懸貴志, 58 ,15,80.99,7,45.6,9, 0.32,24.7,,,,,13.0,OP(L),7,13,N04,,2021100935,2,(美),大竹正博,美浦,ヒダカフアーム,浦河町,カリフォルニアクローム,ララプリムヴェール,クロフネ
202608220403010702,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,1,2,, グレイイングリーン,牡,8,小崎綾也, 58 ,41,81.42,18,35.0,18, 0.75,35.3,,,,,51.2,OP(L),7,13,N04,,2018105454,2,(栗),池江泰寿,栗東,追分ファーム,安平町,ディープインパクト,リトルゲルダ,"Closing Argument"
202608220403010703,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,2,3,, ヤブサメ,牡,5,斎藤新, 58 ,18,80.79,3,55.4,7, 0.12,14.9,,,,,8.9,OP(L),7,13,N04,,2021103116,2,(栗),石橋守,栗東,日進牧場,浦河町,ファインニードル,ステラーホープ,グラスワンダー
202608220403010704,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,2,4,, ビーアストニッシド,牡,7,西村太一, 58 ,31,81.25,16,41.1,13, 0.58,29.2,,,,,146.5,OP(L),7,13,N04,,2019101348,2,(美),堀内岳志,美浦,ヴェルサイユファーム,日高町,アメリカンペイトリオット,マオリオ,ネオユニヴァース
202608220403010705,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,3,5,, ガロンヌ,牡,5,大野拓弥, 57 ,19,80.96,5,45.5,10, 0.29,24.8,,,,,31.0,OP(L),7,13,N04,,2021100494,2,(栗),上村洋行,栗東,明治牧場,新ひだか町,モーリス,リヴィエール,ハーツクライ
202608220403010706,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,3,6,, セフィロ,牝,6,三浦皇成, 56 ,22,80.67,1,61.3,4,-0.10, 9.0,,,,,4.5,OP(L),7,13,N04,,2020102836,2,(美),菊沢隆徳,美浦,社台ファーム,千歳市,イスラボニータ,クリスプウインド,ハーツクライ
202608220403010707,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,4,7,, カルチャーデイ,牝,5,酒井学, 56 ,15,81.29,17,38.6,16, 0.62,31.7,,,,,18.4,OP(L),7,13,N04,,2021104556,2,(栗),四位洋文,栗東,松田牧場,新ひだか町,ファインニードル,ラルティスタ,マイネルラヴ
202608220403010708,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,4,8,, タガノエルピーダ,牝,5,石橋脩, 55 ,16,81.09,13,67.8,3, 0.42, 2.5,,,,,7.6,OP(L),7,13,N04,,2021106550,2,(栗),斉藤崇史,栗東,新冠タガノファーム,新冠町,キズナ,タガノレヴェントン,キングカメハメハ
202608220403010709,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,5,9,, クルゼイロドスル,牡,6,丸山元気, 58 ,23,81.08,12,56.9,6, 0.41,13.4,,,,,12.0,OP(L),7,13,N04,,2020101813,2,(栗),高橋義忠,栗東,ダーレー・ジャパン・ファーム,日高町,ファインニードル,スタリア,アルカセット
202608220403010710,朱鷺Ｓ(L),15:25,３歳以上,芝,1400,5,10,, レッドシュヴェルト,牡,6,菊沢一樹, 57 ,25,81.01,9,40.0,14, 0.34,30.3,,,,,31.4,OP(L),7,13,N04,,2020103517,2,(美),尾関知人,美浦,ノーザンファーム,安平町,レッドファルクス,ハイドバウンド,"Grand Slam"
