レースID(新),レース名,発走時刻,年限定,芝ダ,距離,枠番,馬番,馬記号,馬名,性,齢,騎手,斤量,キャリア(当時/取消等含),マイニング値,マイニング順位,対戦型マイニング値,対戦型マイニング順位,ﾏｲ差,Tﾏ差,指数1,指数2,指数3,指数4,単オッズ,クラス,Ｒ,競走種別C,競走記号コード,着,血統登録番号,重量C,所属,調教師,所属,生産者,産地,種牡馬,母名,母父名
202608230102020301,未勝利,11:00,３歳,ダ,1700,1,1,, ブルーエ,牝,3,長浜鴻緒,54☆,7,108.17,5,49.8,7, 1.31,32.0,,,,,,未勝利,3,12,A03,,2023105952,3,(美),中舘英二,美浦,エスティファーム,日高町,トーセンレーヴ,トーセンロザリオ,Galileo
202608230102020302,未勝利,11:00,３歳,ダ,1700,2,2,,*ホウオウファラオ,牡,3,岩田康誠, 57 ,8,107.94,4,66.1,6, 1.08,15.7,,,,,,未勝利,3,12,A03,,2023105365,3,(美),奥村武,美浦,岡田スタツド,新ひだか町,"American Pharoah",マールボロロード,"The Gurkha"
202608230102020303,未勝利,11:00,３歳,ダ,1700,3,3,, ブルーアンビエンス,牡,3,河原田菜,53★,6,109.49,12,30.7,11, 2.63,51.1,,,,,,未勝利,3,12,A03,,2023103830,3,(美),菊沢隆徳,美浦,青藍牧場,登別市,レイデオロ,メラニー,ディープインパクト
202608230102020304,未勝利,11:00,３歳,ダ,1700,3,4,, レジオンポレール,牡,3,レーン, 57 ,1,109.01,9,47.1,8, 2.15,34.7,,,,,,未勝利,3,12,A03,,2023103786,3,(美),堀宣行,美浦,社台コーポレーション白老ファーム,白老町,エピファネイア,ジュールポレール,ディープインパクト
202608230102020305,未勝利,11:00,３歳,ダ,1700,4,5,, セラサイト,牝,3,横山武史, 55 ,12,108.54,7,69.8,3, 1.68,12.0,,,,,,未勝利,3,12,A03,,2023107306,3,(栗),茶木太樹,栗東,ノーザンファーム,安平町,クリソベリル,ランプフィーバー,Ghostzapper
202608230102020306,未勝利,11:00,３歳,ダ,1700,4,6,, セブンワンダーズ,牡,3,横山琉人, 57 ,12,108.55,8,66.3,5, 1.69,15.5,,,,,,未勝利,3,12,A03,,2023100928,3,(美),斎藤誠,美浦,下河辺牧場,日高町,キセキ,シャンパンフルート,クロフネ
202608230102020307,未勝利,11:00,３歳,ダ,1700,5,7,, ジェイストリーク,牝,3,岩田望来, 55 ,4,108.52,6,68.8,4, 1.66,13.0,,,,,,未勝利,3,12,A03,,2023107055,3,(栗),武幸四郎,栗東,ノーザンファーム,安平町,エピファネイア,ジェイウォーク,"Cross Traffic"
202608230102020308,未勝利,11:00,３歳,ダ,1700,5,8,, メイショウライゴー,牡,3,小林美駒,54▲,6,107.81,3,46.5,9, 0.95,35.3,,,,,,未勝利,3,12,A03,,2023104966,3,(栗),安達昭夫,栗東,日進牧場,浦河町,ヴァンゴッホ,アライア,タイキシャトル
202608230102020309,未勝利,11:00,３歳,ダ,1700,6,9,, ジェッディンデデン,牝,3,黛弘人, 55 ,5,109.33,11,24.2,12, 2.47,57.6,,,,,,未勝利,3,12,A03,,2023106606,3,(美),大和田成,美浦,ミルファーム,浦河町,モズアスコット,ミナレット,スズカマンボ
202608230102020310,未勝利,11:00,３歳,ダ,1700,6,10,, エクラドット,牡,3,丹内祐次, 57 ,5,109.32,10,40.3,10, 2.46,41.5,,,,,,未勝利,3,12,A03,,2023107035,3,(美),西田雄一,美浦,ノーザンファーム,安平町,アルアイン,シャンブルドット,"Lope de Vega"
202608230102020311,未勝利,11:00,３歳,ダ,1700,7,11,, アオイミズホ,牡,3,横山和生, 57 ,11,106.86,1,81.8,1,-0.22,-6.8,,,,,,未勝利,3,12,A03,,2023101814,3,(美),古賀慎明,美浦,中村雅明,浦河町,ビーチパトロール,アオイサンシャイン,ダイワメジャー
202608230102020312,未勝利,11:00,３歳,ダ,1700,7,12,, ヒマラヤミュサ,牝,3,荻野琢真, 55 ,2,110.46,13,19.2,13, 3.60,62.6,,,,,,未勝利,3,12,A03,,2023100699,3,(栗),畑端省吾,栗東,大澤己芳,日高町,アジアエクスプレス,ヒマラヤクリス,シニスターミニスター
202608230102020313,未勝利,11:00,３歳,ダ,1700,8,13,, ファイアリービート,牡,3,ヘルナン, 57 ,7,107.08,2,75.0,2, 0.22, 6.8,,,,,,未勝利,3,12,A03,,2023101135,3,(美),鈴木慎太,美浦,ダーレー・ジャパン・ファーム,日高町,パイロ,チャチャチャ,"Daiwa Major"
202608230102020314,未勝利,11:00,３歳,ダ,1700,8,14,(外),$アメリカンダンス,牝,3,ロイド, 55 ,3,110.79,14,13.7,14, 3.93,68.1,,,,,,未勝利,3,12,A03,,2023110082,3,(栗),藤岡健一,栗東,"Whisper Hill Farm LLC & Gainesway Thoroughbreds LTD",米,"Gun Runner","Miss Stormy D",Tapizar
202608230102020401,未勝利,11:30,３歳,芝,1200,1,1,, ドンレミラピュセル,牝,3,大久保友,52▲,3,70.21,12,23.3,16, 1.89,52.8,,,,,,未勝利,4,12,A03,,2023102611,3,(栗),藤原英昭,栗東,グランド牧場,新ひだか町,キタサンブラック,プリモダルク,Bernardini
202608230102020402,未勝利,11:30,３歳,芝,1200,1,2,, ブレッティレディ,牝,3,ロイド, 55 ,7,69.87,8,56.9,7, 1.55,19.2,,,,,,未勝利,4,12,A03,,2023101092,3,(栗),高橋一哉,栗東,タバタファーム,日高町,シュヴァルグラン,ディアボレット,ディープブリランテ
202608230102020403,未勝利,11:30,３歳,芝,1200,2,3,, ロジスカヤ,牝,3,長浜鴻緒,54☆,8,69.51,3,63.2,5, 1.19,12.9,,,,,,未勝利,4,12,A03,,2023104685,3,(美),新開幸一,美浦,村田牧場,新冠町,シルバーステート,ロジモーリス,モーリス
202608230102020404,未勝利,11:30,３歳,芝,1200,2,4,(外),$スカイピア,牝,3,小林美駒,52▲,12,69.75,6,64.7,4, 1.43,11.4,,,,,,未勝利,4,12,A03,,2023110026,3,(栗),前川恭子,栗東,"Ecurie Hunter Valley Mr Jean-Pierre-Joseph Dubois",仏,"Palace Pier","Sun Bear",Dubawi
202608230102020405,未勝利,11:30,３歳,芝,1200,3,5,, メイショウテンジン,牡,3,古川吉洋, 57 ,8,69.69,5,54.5,8, 1.37,21.6,,,,,,未勝利,4,12,A03,,2023106567,3,(栗),高橋亮,栗東,富田牧場,浦河町,フォーウィールドライブ,メイショウミソラ,ハーツクライ
202608230102020406,未勝利,11:30,３歳,芝,1200,3,6,, ファイティンアスク,牝,3,小沢大仁, 55 ,1,70.08,11,47.9,10, 1.76,28.2,,,,,,未勝利,4,12,A03,,2023100473,3,(栗),中内田充,栗東,"ASK STUD",平取町,エピファネイア,レッツゴードンキ,キングカメハメハ
202608230102020407,未勝利,11:30,３歳,芝,1200,4,7,, ユーベルジーク,牝,3,和田陽希,52▲,4,70.36,14,31.6,13, 2.04,44.5,,,,,,未勝利,4,12,A03,,2023102801,3,(美),辻哲英,美浦,タイヘイ牧場,新ひだか町,タワーオブロンドン,ショウリダバンザイ,プリサイスエンド
202608230102020408,未勝利,11:30,３歳,芝,1200,4,8,(外),$リアララ,牝,3,川田将雅, 54 ,1,68.32,1,76.1,1,-0.46,-6.4,,,,,,未勝利,4,12,A03,,2023110076,3,(栗),中内田充,栗東,Katom,豪,"Home Affairs",Sunlight,Zoustar
202608230102020409,未勝利,11:30,３歳,芝,1200,5,9,, ヴェンデボヌール,牡,3,吉田隼人, 57 ,6,70.42,15,23.4,14, 2.10,52.7,,,,,,未勝利,4,12,A03,,2023100276,3,(美),久保田貴,美浦,ヒサイファーム,新ひだか町,ダノンスマッシュ,キーウエスト,ネオユニヴァース
202608230102020410,未勝利,11:30,３歳,芝,1200,5,10,, リネアベルタ,牝,3,岩田康誠, 55 ,8,70.22,13,69.7,2, 1.90, 6.4,,,,,,未勝利,4,12,A03,,2023102408,3,(栗),宮地貴稔,栗東,岡田スタツド,新ひだか町,イスラボニータ,フサイチリニモ,ジャングルポケット
202608230102020411,未勝利,11:30,３歳,芝,1200,6,11,, ニットウエース,牡,3,ヘルナン, 57 ,3,68.78,2,49.0,9, 0.46,27.1,,,,,,未勝利,4,12,A03,,2023104977,3,(美),稲垣幸雄,美浦,日東牧場,浦河町,モズアスコット,ニットウムギ,ケイムホーム
202608230102020412,未勝利,11:30,３歳,芝,1200,6,12,, レッドアイスピア,牡,3,河原田菜,53★,9,70.07,10,69.3,3, 1.75, 6.8,,,,,,未勝利,4,12,A03,,2023105670,3,(栗),中竹和也,栗東,平野牧場,新ひだか町,リオンディーズ,アマルフィターナ,シンボリクリスエス
202608230102020413,未勝利,11:30,３歳,芝,1200,7,13,, ゲフィオン,牝,3,フーリー, 55 ,4,69.86,7,44.8,11, 1.54,31.3,,,,,,未勝利,4,12,A03,,2023106990,3,(栗),辻野泰之,栗東,ノーザンファーム,安平町,エピファネイア,グルヴェイグ,ディープインパクト
202608230102020414,未勝利,11:30,３歳,芝,1200,7,14,, チャーミングアイ,牝,3,丹内祐次, 55 ,9,69.58,4,41.8,12, 1.26,34.3,,,,,,未勝利,4,12,A03,,2023101227,3,(美),菊川正達,美浦,ナカノファーム,日高町,マテラスカイ,ヴィルヌーヴ,ディープインパクト
202608230102020415,未勝利,11:30,３歳,芝,1200,8,15,, ウォーターブビンガ,牡,3,古川奈穂,55◇,6,70.69,16,23.4,14, 2.37,52.7,,,,,,未勝利,4,12,A03,,2023101867,3,(栗),藤野健太,栗東,伏木田牧場,浦河町,ダノンキングリー,ウォータールナ,ロードカナロア
202608230102020416,未勝利,11:30,３歳,芝,1200,8,16,, アドマイヤパープル,牝,3,岩田望来, 55 ,4,69.97,9,59.7,6, 1.65,16.4,,,,,,未勝利,4,12,A03,,2023106879,3,(美),宮田敬介,美浦,ノーザンファーム,安平町,ロードカナロア,インナーレルム,Galileo
202608230102020501,新馬,12:20,２歳,芝,2000,1,1,, リズムオブサンダー,牡,2,横山武史, 55 ,0,126.17,6,71.5,1, 1.74,-7.4,,,,,,新馬,5,11,A03,,2024105334,3,(栗),須貝尚介,栗東,さとう,新ひだか町,サンダースノー,タケショウメーカー,エンパイアメーカー
202608230102020502,新馬,12:20,２歳,芝,2000,2,2,, アオイゲート,牝,2,丹内祐次, 55 ,0,125.41,4,31.4,6, 0.98,40.1,,,,,,新馬,5,11,A03,,2024105988,3,(美),伊藤圭三,美浦,社台ファーム,千歳市,キズナ,ハーレムライン,マンハッタンカフェ
202608230102020503,新馬,12:20,２歳,芝,2000,3,3,, ヴァンドレスト,牡,2,ルメール, 55 ,0,124.57,2,52.1,4, 0.14,19.4,,,,,,新馬,5,11,A03,,2024106181,3,(美),栗田徹,美浦,ノーザンファーム,安平町,コントレイル,イースト,Frankel
202608230102020504,新馬,12:20,２歳,芝,2000,4,4,, ボディビルダー,牡,2,岩田望来, 55 ,0,124.43,1,60.1,3,-0.14,11.4,,,,,,新馬,5,11,A03,,2024101719,3,(美),相沢郁,美浦,杵臼牧場,浦河町,ゴールドシップ,チリツバキ,Siyouni
202608230102020505,新馬,12:20,２歳,芝,2000,5,5,, ソフィーサンライズ,牝,2,吉田隼人, 55 ,0,125.34,3,41.8,5, 0.91,29.7,,,,,,新馬,5,11,A03,,2024101203,3,(栗),矢作芳人,栗東,ヤナガワ牧場,日高町,コントレイル,オーパスクイーン,スペシャルウィーク
202608230102020506,新馬,12:20,２歳,芝,2000,6,6,, マテンロウバモス,牡,2,横山典弘, 55 ,0,126.22,7,28.6,7, 1.79,42.9,,,,,,新馬,5,11,A03,,2024103885,3,(栗),昆貢,栗東,ムラカミファーム,新冠町,エフフォーリア,レッドパラス,クロフネ
202608230102020507,新馬,12:20,２歳,芝,2000,7,7,, バトルナイト,牡,2,松山弘平, 55 ,0,125.96,5,64.1,2, 1.53, 7.4,,,,,,新馬,5,11,A03,,2024104201,3,(栗),武英智,栗東,岡田牧場,新ひだか町,ベンバトル,エヴォリューション,リキアイサイレンス
202608230102020601,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,1,1,, ゴーゴーリチャード,牡,3,ロイド, 55 ,3,89.60,14,25.8,14, 1.09,51.6,,,,,,1勝,6,13,003,,2023101399,4,(栗),庄野靖志,栗東,"Blooming Farm",日高町,スワーヴリチャード,ベルモンタージュ,アフリート
202608230102020602,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,2,2,, ルールザウェイヴ,牝,3,武豊, 53 ,4,88.97,6,62.9,4, 0.46,14.5,,,,,,1勝,6,13,003,,2023105344,4,(美),宮田敬介,美浦,ノーザンファーム,安平町,ロードカナロア,ルールブリタニア,ディープインパクト
202608230102020603,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,3,3,, クイーンズワーフ,牝,5,ナレドゥ, 56 ,26,88.79,3,43.9,9, 0.28,33.5,,,,,,1勝,6,13,003,,2021105168,4,(美),青木孝文,美浦,社台ファーム,千歳市,アルアイン,バーミーブリーズ,キンシャサノキセキ
202608230102020604,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,3,4,, モノポリオ,牡,3,ルメール, 55 ,3,88.51,1,67.7,2,-0.25, 9.7,,,,,,1勝,6,13,003,,2023107251,4,(美),森一誠,美浦,ノーザンファーム,安平町,リアルスティール,ミスエーニョ,Pulpit
202608230102020605,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,4,5,, ルクスアドラー,牡,5,横山典弘, 58 ,22,88.91,4,50.5,8, 0.40,26.9,,,,,,1勝,6,13,003,,2021101100,4,(美),平岩大典,美浦,いとう牧場,日高町,オルフェーヴル,スマートアストリア,ストラヴィンスキー
202608230102020606,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,4,6,, モルニケ,牝,3,横山武史, 53 ,7,88.76,2,77.4,1, 0.25,-9.7,,,,,,1勝,6,13,003,,2023106844,4,(美),金成貴史,美浦,ノーザンファーム,安平町,インディチャンプ,アビラ,"Rock of Gibraltar"
202608230102020607,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,5,7,, ブライトフレア,牡,3,浜中俊, 55 ,8,89.19,8,37.0,11, 0.68,40.4,,,,,,1勝,6,13,003,,2023103388,4,(栗),佐藤悠太,栗東,社台ファーム,千歳市,ポエティックフレア,クラリスピンク,ネオユニヴァース
202608230102020608,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,5,8,,*オーケーダイナ,牝,4,岩田望来, 56 ,14,89.36,12,55.4,5, 0.85,22.0,,,,,,1勝,6,13,003,,2022101039,4,(栗),奥村豊,栗東,アシュリンジャパン,日高町,"Saxon Warrior",レディノーラ,Nathaniel
202608230102020609,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,6,9,, サンウリエル,牡,5,川又賢治, 58 ,25,88.94,5,42.1,10, 0.43,35.3,,,,,,1勝,6,13,003,,2021101304,4,(栗),宮本博,栗東,ケイズ,日高町,ディーマジェスティ,ピントゥハティ,アドマイヤムーン
202608230102020610,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,6,10,, ファニーバニー,牝,3,小林美駒,50▲,10,89.33,11,54.2,7, 0.82,23.2,,,,,,1勝,6,13,003,,2023105277,4,(栗),杉山佳明,栗東,ノーザンファーム,安平町,シスキン,カゼルタ,ハービンジャー
202608230102020611,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,7,11,, ホウオウペトリュス,牝,5,横山和生, 56 ,20,89.59,13,36.9,12, 1.08,40.5,,,,,,1勝,6,13,003,,2021105694,4,(栗),須貝尚介,栗東,ノーザンファーム,安平町,スワーヴリチャード,パシオンルージュ,ボストンハーバー
202608230102020612,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,7,12,, サンセットゴールド,牡,3,小沢大仁, 55 ,5,89.01,7,54.4,6, 0.50,23.0,,,,,,1勝,6,13,003,,2023105394,4,(栗),矢作芳人,栗東,ハクレイファーム,新冠町,キズナ,パスティエーラ,キングカメハメハ
202608230102020613,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,8,13,(地), クラインシュミット,牝,4,横山琉人, 56 ,9,89.31,10,26.1,13, 0.80,51.3,,,,,,1勝,6,13,003,,2022101462,4,(美),室井潔,美浦,下河辺牧場,日高町,カリフォルニアクローム,リンネ,ワイルドラッシュ
202608230102020614,１勝ｸﾗｽ,12:50,３歳以上,芝,1500,8,14,, ベアサナエチャン,牝,3,松山弘平, 53 ,13,89.29,9,64.9,3, 0.78,12.5,,,,,,1勝,6,13,003,,2023106829,4,(美),杉浦宏昭,美浦,ノーザンファーム,安平町,レイデオロ,アシュリン,マンハッタンカフェ
202608230102020701,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,1,1,, シーリュウシー,牡,5,小沢大仁, 58 ,29,157.96,6,44.2,8, 1.87,28.8,,,,,,1勝,7,13,A03,,2021106180,4,(栗),岡田稲男,栗東,小泉牧場,新冠町,ホッコータルマエ,ムニン,Bernardini
202608230102020702,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,2,2,, シドニーホバート,牡,4,吉村智洋, 58 ,18,158.76,11,27.0,11, 2.67,46.0,,,,,,1勝,7,13,A03,,2022105506,4,(栗),杉山佳明,栗東,社台ファーム,千歳市,ストロングリターン,ベガスナイト,"Coronado's Quest"
202608230102020703,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,3,3,(地), タイキフィアリーベ,牡,4,ヘルナン, 58 ,23,156.86,3,46.2,7, 0.77,26.8,,,,,,1勝,7,13,A03,,2022103156,4,(美),室井潔,美浦,ビクトリーホースランチ,浦河町,ラブリーデイ,ラブインブルーム,タイキシャトル
202608230102020704,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,4,4,, リバーソニック,牡,3,松山弘平, 55 ,6,158.31,9,56.6,5, 2.22,16.4,,,,,,1勝,7,13,A03,,2023101484,4,(栗),浜田多実,栗東,前野牧場,日高町,ルヴァンスレーヴ,レッドジャンヌ,ブラックタイド
202608230102020705,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,5,5,, ニヒトツーゼーア,牡,4,河原田菜,54★,20,158.09,8,54.2,6, 2.00,18.8,,,,,,1勝,7,13,A03,,2022102383,4,(栗),中竹和也,栗東,二風谷ファーム,平取町,リオンディーズ,フィエラメンテ,タニノギムレット
202608230102020706,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,6,6,, トライゴーニック,牡,4,ナレドゥ, 58 ,4,158.08,7,34.0,9, 1.99,39.0,,,,,,1勝,7,13,A03,,2022104691,4,(美),池上昌和,美浦,ノーザンファーム,安平町,ルーラーシップ,エリスライト,ディープインパクト
202608230102020707,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,6,7,, アスクガンバーレ,牡,4,岩田康誠, 58 ,14,156.09,1,63.9,2,-0.76, 9.1,,,,,,1勝,7,13,A03,,2022102300,4,(栗),福永祐一,栗東,"ASK STUD",平取町,サートゥルナーリア,ハニートリップ,マンハッタンカフェ
202608230102020708,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,7,8,, ミスターエメラルド,牡,3,岩田望来, 55 ,6,158.64,10,57.2,4, 2.55,15.8,,,,,,1勝,7,13,A03,,2023106516,4,(栗),中村直也,栗東,大北牧場,浦河町,ドレフォン,エイシンシラユキ,クロフネ
202608230102020709,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,7,9,, ステイアンビシャス,牡,4,ロイド, 58 ,16,156.85,2,63.7,3, 0.76, 9.3,,,,,,1勝,7,13,A03,,2022101255,4,(美),堀内岳志,美浦,木村牧場,日高町,ドレフォン,グロリアスブレイク,"Distorted Humor"
202608230102020710,１勝ｸﾗｽ,13:25,３歳以上,ダ,2400,8,10,, ダイシンレアレア,牡,4,丹内祐次, 58 ,19,157.82,5,73.0,1, 1.73,-9.1,,,,,,1勝,7,13,A03,,2022106566,4,(栗),高橋一哉,栗東,新冠タガノファーム,新冠町,キズナ,ダイシンステルラ,ダイシンオレンジ
